date,rank,id,points,name,state
2018-01-08,3,105777,4990,Grigor Dimitrov,BUL
2018-01-15,3,105777,4990,Grigor Dimitrov,BUL
2018-01-29,4,105777,4630,Grigor Dimitrov,BUL
2018-02-05,4,105777,4630,Grigor Dimitrov,BUL
2018-02-12,5,105777,4425,Grigor Dimitrov,BUL
2018-02-19,4,105777,4635,Grigor Dimitrov,BUL
2018-02-26,4,105777,4635,Grigor Dimitrov,BUL
2018-03-05,4,105777,4635,Grigor Dimitrov,BUL
2018-03-19,4,105777,4600,Grigor Dimitrov,BUL
2018-04-02,5,105777,4635,Grigor Dimitrov,BUL
2018-04-09,5,105777,4635,Grigor Dimitrov,BUL
2018-04-16,5,105777,4635,Grigor Dimitrov,BUL
2018-04-23,5,105777,4950,Grigor Dimitrov,BUL
2018-04-30,5,105777,4950,Grigor Dimitrov,BUL
2018-05-07,4,105777,4950,Grigor Dimitrov,BUL
2018-05-14,4,105777,4870,Grigor Dimitrov,BUL
2018-05-21,5,105777,4870,Grigor Dimitrov,BUL
2018-05-28,5,105777,4870,Grigor Dimitrov,BUL
2018-06-11,6,105777,4870,Grigor Dimitrov,BUL
2018-06-18,5,105777,4870,Grigor Dimitrov,BUL
2018-06-25,6,105777,4780,Grigor Dimitrov,BUL
2018-07-02,6,105777,4780,Grigor Dimitrov,BUL
2018-07-16,6,105777,4610,Grigor Dimitrov,BUL
2018-07-23,6,105777,4610,Grigor Dimitrov,BUL
2018-07-30,6,105777,4610,Grigor Dimitrov,BUL
2018-08-06,5,105777,4610,Grigor Dimitrov,BUL
2018-08-13,5,105777,4700,Grigor Dimitrov,BUL
2018-08-20,8,105777,3790,Grigor Dimitrov,BUL
2018-08-27,8,105777,3790,Grigor Dimitrov,BUL
2018-09-10,7,105777,3755,Grigor Dimitrov,BUL
2018-09-17,7,105777,3755,Grigor Dimitrov,BUL
2018-09-24,8,105777,3755,Grigor Dimitrov,BUL
2018-10-01,8,105777,3755,Grigor Dimitrov,BUL
2018-10-08,9,105777,3620,Grigor Dimitrov,BUL
2018-10-15,9,105777,3440,Grigor Dimitrov,BUL
2018-10-22,10,105777,3335,Grigor Dimitrov,BUL
2018-10-29,10,105777,3335,Grigor Dimitrov,BUL
2018-11-05,19,105777,1835,Grigor Dimitrov,BUL
2018-11-12,19,105777,1835,Grigor Dimitrov,BUL
2018-11-19,19,105777,1835,Grigor Dimitrov,BUL
2018-11-26,19,105777,1835,Grigor Dimitrov,BUL
2018-12-03,19,105777,1835,Grigor Dimitrov,BUL
2018-12-10,19,105777,1835,Grigor Dimitrov,BUL
2018-12-17,19,105777,1835,Grigor Dimitrov,BUL
2018-12-24,19,105777,1835,Grigor Dimitrov,BUL
2018-12-31,19,105777,1835,Grigor Dimitrov,BUL
2018-12-31,19,105777,1835,Grigor Dimitrov,BUL
2018-01-01,4,100644,4610,Alexander Zverev,GER
2018-01-08,4,100644,4610,Alexander Zverev,GER
2018-01-15,4,100644,4610,Alexander Zverev,GER
2018-01-29,5,100644,4610,Alexander Zverev,GER
2018-02-05,5,100644,4610,Alexander Zverev,GER
2018-02-12,4,100644,4450,Alexander Zverev,GER
2018-02-19,5,100644,4450,Alexander Zverev,GER
2018-02-26,5,100644,4450,Alexander Zverev,GER
2018-03-05,5,100644,4540,Alexander Zverev,GER
2018-03-19,5,100644,4505,Alexander Zverev,GER
2018-04-02,4,100644,4925,Alexander Zverev,GER
2018-04-09,4,100644,4925,Alexander Zverev,GER
2018-04-16,4,100644,4925,Alexander Zverev,GER
2018-04-23,3,100644,5195,Alexander Zverev,GER
2018-04-30,3,100644,5195,Alexander Zverev,GER
2018-05-07,3,100644,5195,Alexander Zverev,GER
2018-05-14,3,100644,6015,Alexander Zverev,GER
2018-05-21,3,100644,5615,Alexander Zverev,GER
2018-05-28,3,100644,5615,Alexander Zverev,GER
2018-06-11,3,100644,5965,Alexander Zverev,GER
2018-06-18,3,100644,5965,Alexander Zverev,GER
2018-06-25,3,100644,5755,Alexander Zverev,GER
2018-07-02,3,100644,5755,Alexander Zverev,GER
2018-07-16,3,100644,5665,Alexander Zverev,GER
2018-07-23,3,100644,5665,Alexander Zverev,GER
2018-07-30,3,100644,5665,Alexander Zverev,GER
2018-08-06,3,100644,5665,Alexander Zverev,GER
2018-08-13,4,100644,4845,Alexander Zverev,GER
2018-08-20,4,100644,4845,Alexander Zverev,GER
2018-08-27,4,100644,4845,Alexander Zverev,GER
2018-09-10,5,100644,4890,Alexander Zverev,GER
2018-09-17,5,100644,4890,Alexander Zverev,GER
2018-09-24,5,100644,4890,Alexander Zverev,GER
2018-10-01,5,100644,4890,Alexander Zverev,GER
2018-10-08,5,100644,4755,Alexander Zverev,GER
2018-10-15,5,100644,5025,Alexander Zverev,GER
2018-10-22,5,100644,5025,Alexander Zverev,GER
2018-10-29,5,100644,5115,Alexander Zverev,GER
2018-11-05,5,100644,5085,Alexander Zverev,GER
2018-11-12,5,100644,5085,Alexander Zverev,GER
2018-11-19,4,100644,6385,Alexander Zverev,GER
2018-11-26,4,100644,6385,Alexander Zverev,GER
2018-12-03,4,100644,6385,Alexander Zverev,GER
2018-12-10,4,100644,6385,Alexander Zverev,GER
2018-12-17,4,100644,6385,Alexander Zverev,GER
2018-12-24,4,100644,6385,Alexander Zverev,GER
2018-12-31,4,100644,6385,Alexander Zverev,GER
2018-12-31,4,100644,6385,Alexander Zverev,GER
2018-01-01,5,106233,4015,Dominic Thiem,AUT
2018-01-08,5,106233,4060,Dominic Thiem,AUT
2018-01-15,5,106233,4060,Dominic Thiem,AUT
2018-01-29,6,106233,4060,Dominic Thiem,AUT
2018-02-05,6,106233,4060,Dominic Thiem,AUT
2018-02-12,6,106233,4060,Dominic Thiem,AUT
2018-02-19,6,106233,4220,Dominic Thiem,AUT
2018-02-26,6,106233,3810,Dominic Thiem,AUT
2018-03-05,6,106233,3810,Dominic Thiem,AUT
2018-03-19,7,106233,3675,Dominic Thiem,AUT
2018-04-02,7,106233,3665,Dominic Thiem,AUT
2018-04-09,7,106233,3665,Dominic Thiem,AUT
2018-04-16,7,106233,3665,Dominic Thiem,AUT
2018-04-23,7,106233,3755,Dominic Thiem,AUT
2018-04-30,7,106233,3545,Dominic Thiem,AUT
2018-05-07,7,106233,3545,Dominic Thiem,AUT
2018-05-14,8,106233,3545,Dominic Thiem,AUT
2018-05-21,8,106233,3195,Dominic Thiem,AUT
2018-05-28,8,106233,3355,Dominic Thiem,AUT
2018-06-11,7,106233,3835,Dominic Thiem,AUT
2018-06-18,7,106233,3835,Dominic Thiem,AUT
2018-06-25,7,106233,3835,Dominic Thiem,AUT
2018-07-02,7,106233,3835,Dominic Thiem,AUT
2018-07-16,9,106233,3665,Dominic Thiem,AUT
2018-07-23,8,106233,3665,Dominic Thiem,AUT
2018-07-30,8,106233,3665,Dominic Thiem,AUT
2018-08-06,8,106233,3665,Dominic Thiem,AUT
2018-08-13,8,106233,3665,Dominic Thiem,AUT
2018-08-20,9,106233,3485,Dominic Thiem,AUT
2018-08-27,9,106233,3485,Dominic Thiem,AUT
2018-09-10,8,106233,3665,Dominic Thiem,AUT
2018-09-17,8,106233,3665,Dominic Thiem,AUT
2018-09-24,7,106233,3825,Dominic Thiem,AUT
2018-10-01,7,106233,3825,Dominic Thiem,AUT
2018-10-08,7,106233,3825,Dominic Thiem,AUT
2018-10-15,7,106233,3825,Dominic Thiem,AUT
2018-10-22,7,106233,3825,Dominic Thiem,AUT
2018-10-29,8,106233,3825,Dominic Thiem,AUT
2018-11-05,8,106233,3895,Dominic Thiem,AUT
2018-11-12,8,106233,3895,Dominic Thiem,AUT
2018-11-19,8,106233,4095,Dominic Thiem,AUT
2018-11-26,8,106233,4095,Dominic Thiem,AUT
2018-12-03,8,106233,4095,Dominic Thiem,AUT
2018-12-10,8,106233,4095,Dominic Thiem,AUT
2018-12-17,8,106233,4095,Dominic Thiem,AUT
2018-12-24,8,106233,4095,Dominic Thiem,AUT
2018-12-31,8,106233,4095,Dominic Thiem,AUT
2018-12-31,8,106233,4095,Dominic Thiem,AUT
2018-01-01,6,105227,3805,Marin Cilic,CRO
2018-01-08,6,105227,3805,Marin Cilic,CRO
2018-01-15,6,105227,3805,Marin Cilic,CRO
2018-01-29,3,105227,4960,Marin Cilic,CRO
2018-02-05,3,105227,4960,Marin Cilic,CRO
2018-02-12,3,105227,4960,Marin Cilic,CRO
2018-02-19,3,105227,4960,Marin Cilic,CRO
2018-02-26,3,105227,4960,Marin Cilic,CRO
2018-03-05,3,105227,4870,Marin Cilic,CRO
2018-03-19,3,105227,4905,Marin Cilic,CRO
2018-04-02,3,105227,4985,Marin Cilic,CRO
2018-04-09,3,105227,4985,Marin Cilic,CRO
2018-04-16,3,105227,4985,Marin Cilic,CRO
2018-04-23,4,105227,4985,Marin Cilic,CRO
2018-04-30,4,105227,4985,Marin Cilic,CRO
2018-05-07,5,105227,4780,Marin Cilic,CRO
2018-05-14,5,105227,4770,Marin Cilic,CRO
2018-05-21,4,105227,4950,Marin Cilic,CRO
2018-05-28,4,105227,4950,Marin Cilic,CRO
2018-06-11,5,105227,4950,Marin Cilic,CRO
2018-06-18,6,105227,4860,Marin Cilic,CRO
2018-06-25,5,105227,5060,Marin Cilic,CRO
2018-07-02,5,105227,5060,Marin Cilic,CRO
2018-07-16,7,105227,3905,Marin Cilic,CRO
2018-07-23,7,105227,3905,Marin Cilic,CRO
2018-07-30,7,105227,3905,Marin Cilic,CRO
2018-08-06,7,105227,3905,Marin Cilic,CRO
2018-08-13,7,105227,4085,Marin Cilic,CRO
2018-08-20,7,105227,4445,Marin Cilic,CRO
2018-08-27,7,105227,4445,Marin Cilic,CRO
2018-09-10,6,105227,4715,Marin Cilic,CRO
2018-09-17,6,105227,4715,Marin Cilic,CRO
2018-09-24,6,105227,4715,Marin Cilic,CRO
2018-10-01,6,105227,4715,Marin Cilic,CRO
2018-10-08,6,105227,4535,Marin Cilic,CRO
2018-10-15,6,105227,4185,Marin Cilic,CRO
2018-10-22,6,105227,4185,Marin Cilic,CRO
2018-10-29,7,105227,4050,Marin Cilic,CRO
2018-11-05,7,105227,4050,Marin Cilic,CRO
2018-11-12,7,105227,4050,Marin Cilic,CRO
2018-11-19,7,105227,4250,Marin Cilic,CRO
2018-11-26,7,105227,4250,Marin Cilic,CRO
2018-12-03,7,105227,4250,Marin Cilic,CRO
2018-12-10,7,105227,4250,Marin Cilic,CRO
2018-12-17,7,105227,4250,Marin Cilic,CRO
2018-12-24,7,105227,4250,Marin Cilic,CRO
2018-12-31,7,105227,4250,Marin Cilic,CRO
2018-12-31,7,105227,4250,Marin Cilic,CRO
2018-01-01,7,105676,3775,David Goffin,BEL
2018-01-08,7,105676,3775,David Goffin,BEL
2018-01-15,7,105676,3775,David Goffin,BEL
2018-01-29,7,105676,3460,David Goffin,BEL
2018-02-05,7,105676,3460,David Goffin,BEL
2018-02-12,7,105676,3400,David Goffin,BEL
2018-02-19,7,105676,3280,David Goffin,BEL
2018-02-26,7,105676,3280,David Goffin,BEL
2018-03-05,7,105676,3280,David Goffin,BEL
2018-03-19,9,105676,3190,David Goffin,BEL
2018-04-02,10,105676,3110,David Goffin,BEL
2018-04-09,10,105676,3110,David Goffin,BEL
2018-04-16,10,105676,3110,David Goffin,BEL
2018-04-23,10,105676,2930,David Goffin,BEL
2018-04-30,10,105676,3020,David Goffin,BEL
2018-05-07,10,105676,3020,David Goffin,BEL
2018-05-14,10,105676,2930,David Goffin,BEL
2018-05-21,9,105676,3020,David Goffin,BEL
2018-05-28,9,105676,3020,David Goffin,BEL
2018-06-11,9,105676,3110,David Goffin,BEL
2018-06-18,9,105676,3110,David Goffin,BEL
2018-06-25,9,105676,3110,David Goffin,BEL
2018-07-02,9,105676,3110,David Goffin,BEL
2018-07-16,11,105676,3120,David Goffin,BEL
2018-07-23,11,105676,3120,David Goffin,BEL
2018-07-30,11,105676,3120,David Goffin,BEL
2018-08-06,11,105676,3120,David Goffin,BEL
2018-08-13,11,105676,3085,David Goffin,BEL
2018-08-20,10,105676,3435,David Goffin,BEL
2018-08-27,10,105676,3435,David Goffin,BEL
2018-09-10,11,105676,3435,David Goffin,BEL
2018-09-17,11,105676,3435,David Goffin,BEL
2018-09-24,11,105676,3435,David Goffin,BEL
2018-10-01,11,105676,3275,David Goffin,BEL
2018-10-08,11,105676,2865,David Goffin,BEL
2018-10-15,12,105676,2855,David Goffin,BEL
2018-10-22,12,105676,2855,David Goffin,BEL
2018-10-29,12,105676,2675,David Goffin,BEL
2018-11-05,22,105676,1785,David Goffin,BEL
2018-11-12,22,105676,1785,David Goffin,BEL
2018-11-19,22,105676,1785,David Goffin,BEL
2018-11-26,22,105676,1785,David Goffin,BEL
2018-12-03,22,105676,1785,David Goffin,BEL
2018-12-10,22,105676,1785,David Goffin,BEL
2018-12-17,22,105676,1785,David Goffin,BEL
2018-12-24,22,105676,1785,David Goffin,BEL
2018-12-31,22,105676,1785,David Goffin,BEL
2018-12-31,22,105676,1785,David Goffin,BEL
2018-01-01,8,106058,3165,Jack Sock,USA
2018-01-08,8,106058,3165,Jack Sock,USA
2018-01-15,9,106058,2960,Jack Sock,USA
2018-01-29,8,106058,2880,Jack Sock,USA
2018-02-05,8,106058,2880,Jack Sock,USA
2018-02-12,8,106058,2880,Jack Sock,USA
2018-02-19,8,106058,2880,Jack Sock,USA
2018-02-26,10,106058,2650,Jack Sock,USA
2018-03-05,10,106058,2650,Jack Sock,USA
2018-03-19,11,106058,2335,Jack Sock,USA
2018-04-02,16,106058,2200,Jack Sock,USA
2018-04-09,16,106058,2200,Jack Sock,USA
2018-04-16,17,106058,2155,Jack Sock,USA
2018-04-23,16,106058,2155,Jack Sock,USA
2018-04-30,15,106058,2155,Jack Sock,USA
2018-05-07,15,106058,2155,Jack Sock,USA
2018-05-14,14,106058,2155,Jack Sock,USA
2018-05-21,15,106058,2110,Jack Sock,USA
2018-05-28,14,106058,2110,Jack Sock,USA
2018-06-11,14,106058,2110,Jack Sock,USA
2018-06-18,14,106058,2110,Jack Sock,USA
2018-06-25,15,106058,2110,Jack Sock,USA
2018-07-02,15,106058,2110,Jack Sock,USA
2018-07-16,14,106058,2075,Jack Sock,USA
2018-07-23,15,106058,2075,Jack Sock,USA
2018-07-30,14,106058,2030,Jack Sock,USA
2018-08-06,19,106058,1850,Jack Sock,USA
2018-08-13,20,106058,1815,Jack Sock,USA
2018-08-20,18,106058,1815,Jack Sock,USA
2018-08-27,18,106058,1815,Jack Sock,USA
2018-09-10,17,106058,1850,Jack Sock,USA
2018-09-17,17,106058,1850,Jack Sock,USA
2018-09-24,17,106058,1850,Jack Sock,USA
2018-10-01,17,106058,1850,Jack Sock,USA
2018-10-08,17,106058,1850,Jack Sock,USA
2018-10-15,18,106058,1850,Jack Sock,USA
2018-10-22,18,106058,1850,Jack Sock,USA
2018-10-29,23,106058,1760,Jack Sock,USA
2018-11-05,105,106058,540,Jack Sock,USA
2018-11-12,106,106058,540,Jack Sock,USA
2018-11-19,106,106058,540,Jack Sock,USA
2018-11-26,107,106058,540,Jack Sock,USA
2018-12-03,107,106058,540,Jack Sock,USA
2018-12-10,106,106058,540,Jack Sock,USA
2018-12-17,106,106058,540,Jack Sock,USA
2018-12-24,106,106058,540,Jack Sock,USA
2018-12-31,106,106058,540,Jack Sock,USA
2018-12-31,106,106058,540,Jack Sock,USA
2018-01-01,9,104527,3150,Stanislas Wawrinka,SUI
2018-01-08,9,104527,3060,Stanislas Wawrinka,SUI
2018-01-15,8,104527,3060,Stanislas Wawrinka,SUI
2018-01-29,15,104527,2385,Stanislas Wawrinka,SUI
2018-02-05,15,104527,2385,Stanislas Wawrinka,SUI
2018-02-12,13,104527,2475,Stanislas Wawrinka,SUI
2018-02-19,13,104527,2475,Stanislas Wawrinka,SUI
2018-02-26,12,104527,2475,Stanislas Wawrinka,SUI
2018-03-05,11,104527,2475,Stanislas Wawrinka,SUI
2018-03-19,21,104527,1875,Stanislas Wawrinka,SUI
2018-04-02,21,104527,1785,Stanislas Wawrinka,SUI
2018-04-09,21,104527,1785,Stanislas Wawrinka,SUI
2018-04-16,21,104527,1785,Stanislas Wawrinka,SUI
2018-04-23,25,104527,1695,Stanislas Wawrinka,SUI
2018-04-30,25,104527,1695,Stanislas Wawrinka,SUI
2018-05-07,25,104527,1695,Stanislas Wawrinka,SUI
2018-05-14,23,104527,1685,Stanislas Wawrinka,SUI
2018-05-21,25,104527,1605,Stanislas Wawrinka,SUI
2018-05-28,30,104527,1400,Stanislas Wawrinka,SUI
2018-06-11,263,104527,210,Stanislas Wawrinka,SUI
2018-06-18,261,104527,210,Stanislas Wawrinka,SUI
2018-06-25,225,104527,255,Stanislas Wawrinka,SUI
2018-07-02,224,104527,255,Stanislas Wawrinka,SUI
2018-07-16,199,104527,290,Stanislas Wawrinka,SUI
2018-07-23,201,104527,290,Stanislas Wawrinka,SUI
2018-07-30,198,104527,290,Stanislas Wawrinka,SUI
2018-08-06,195,104527,290,Stanislas Wawrinka,SUI
2018-08-13,151,104527,380,Stanislas Wawrinka,SUI
2018-08-20,101,104527,560,Stanislas Wawrinka,SUI
2018-08-27,101,104527,560,Stanislas Wawrinka,SUI
2018-09-10,88,104527,650,Stanislas Wawrinka,SUI
2018-09-17,88,104527,650,Stanislas Wawrinka,SUI
2018-09-24,75,104527,740,Stanislas Wawrinka,SUI
2018-10-01,74,104527,740,Stanislas Wawrinka,SUI
2018-10-08,69,104527,785,Stanislas Wawrinka,SUI
2018-10-15,68,104527,785,Stanislas Wawrinka,SUI
2018-10-22,68,104527,785,Stanislas Wawrinka,SUI
2018-10-29,68,104527,785,Stanislas Wawrinka,SUI
2018-11-05,66,104527,785,Stanislas Wawrinka,SUI
2018-11-12,66,104527,785,Stanislas Wawrinka,SUI
2018-11-19,66,104527,785,Stanislas Wawrinka,SUI
2018-11-26,66,104527,785,Stanislas Wawrinka,SUI
2018-12-03,66,104527,785,Stanislas Wawrinka,SUI
2018-12-10,66,104527,785,Stanislas Wawrinka,SUI
2018-12-17,66,104527,785,Stanislas Wawrinka,SUI
2018-12-24,66,104527,785,Stanislas Wawrinka,SUI
2018-12-31,66,104527,785,Stanislas Wawrinka,SUI
2018-12-31,66,104527,785,Stanislas Wawrinka,SUI
2018-01-01,10,105807,2615,Pablo Carreno Busta,ESP
2018-01-08,10,105807,2615,Pablo Carreno Busta,ESP
2018-01-15,11,105807,2615,Pablo Carreno Busta,ESP
2018-01-29,10,105807,2705,Pablo Carreno Busta,ESP
2018-02-05,10,105807,2705,Pablo Carreno Busta,ESP
2018-02-12,10,105807,2705,Pablo Carreno Busta,ESP
2018-02-19,11,105807,2660,Pablo Carreno Busta,ESP
2018-02-26,14,105807,2405,Pablo Carreno Busta,ESP
2018-03-05,14,105807,2315,Pablo Carreno Busta,ESP
2018-03-19,19,105807,2045,Pablo Carreno Busta,ESP
2018-04-02,12,105807,2395,Pablo Carreno Busta,ESP
2018-04-09,12,105807,2395,Pablo Carreno Busta,ESP
2018-04-16,12,105807,2395,Pablo Carreno Busta,ESP
2018-04-23,11,105807,2305,Pablo Carreno Busta,ESP
2018-04-30,11,105807,2440,Pablo Carreno Busta,ESP
2018-05-07,11,105807,2280,Pablo Carreno Busta,ESP
2018-05-14,11,105807,2280,Pablo Carreno Busta,ESP
2018-05-21,11,105807,2415,Pablo Carreno Busta,ESP
2018-05-28,11,105807,2415,Pablo Carreno Busta,ESP
2018-06-11,12,105807,2145,Pablo Carreno Busta,ESP
2018-06-18,12,105807,2145,Pablo Carreno Busta,ESP
2018-06-25,12,105807,2145,Pablo Carreno Busta,ESP
2018-07-02,12,105807,2145,Pablo Carreno Busta,ESP
2018-07-16,13,105807,2155,Pablo Carreno Busta,ESP
2018-07-23,13,105807,2200,Pablo Carreno Busta,ESP
2018-07-30,13,105807,2290,Pablo Carreno Busta,ESP
2018-08-06,13,105807,2290,Pablo Carreno Busta,ESP
2018-08-13,13,105807,2290,Pablo Carreno Busta,ESP
2018-08-20,12,105807,2380,Pablo Carreno Busta,ESP
2018-08-27,12,105807,2425,Pablo Carreno Busta,ESP
2018-09-10,21,105807,1750,Pablo Carreno Busta,ESP
2018-09-17,21,105807,1750,Pablo Carreno Busta,ESP
2018-09-24,21,105807,1750,Pablo Carreno Busta,ESP
2018-10-01,21,105807,1750,Pablo Carreno Busta,ESP
2018-10-08,24,105807,1750,Pablo Carreno Busta,ESP
2018-10-15,24,105807,1750,Pablo Carreno Busta,ESP
2018-10-22,25,105807,1750,Pablo Carreno Busta,ESP
2018-10-29,24,105807,1705,Pablo Carreno Busta,ESP
2018-11-05,23,105807,1705,Pablo Carreno Busta,ESP
2018-11-12,23,105807,1705,Pablo Carreno Busta,ESP
2018-11-19,23,105807,1705,Pablo Carreno Busta,ESP
2018-11-26,23,105807,1705,Pablo Carreno Busta,ESP
2018-12-03,23,105807,1705,Pablo Carreno Busta,ESP
2018-12-10,23,105807,1705,Pablo Carreno Busta,ESP
2018-12-17,23,105807,1705,Pablo Carreno Busta,ESP
2018-12-24,23,105807,1705,Pablo Carreno Busta,ESP
2018-12-31,23,105807,1705,Pablo Carreno Busta,ESP
2018-12-31,23,105807,1705,Pablo Carreno Busta,ESP
2018-01-01,11,105223,2595,Juan Martin Del Potro,ARG
2018-01-08,12,105223,2595,Juan Martin Del Potro,ARG
2018-01-15,10,105223,2725,Juan Martin Del Potro,ARG
2018-01-29,9,105223,2815,Juan Martin Del Potro,ARG
2018-02-05,9,105223,2815,Juan Martin Del Potro,ARG
2018-02-12,9,105223,2815,Juan Martin Del Potro,ARG
2018-02-19,10,105223,2815,Juan Martin Del Potro,ARG
2018-02-26,9,105223,2745,Juan Martin Del Potro,ARG
2018-03-05,8,105223,3200,Juan Martin Del Potro,ARG
2018-03-19,6,105223,4155,Juan Martin Del Potro,ARG
2018-04-02,6,105223,4470,Juan Martin Del Potro,ARG
2018-04-09,6,105223,4470,Juan Martin Del Potro,ARG
2018-04-16,6,105223,4470,Juan Martin Del Potro,ARG
2018-04-23,6,105223,4470,Juan Martin Del Potro,ARG
2018-04-30,6,105223,4470,Juan Martin Del Potro,ARG
2018-05-07,6,105223,4470,Juan Martin Del Potro,ARG
2018-05-14,6,105223,4540,Juan Martin Del Potro,ARG
2018-05-21,6,105223,4450,Juan Martin Del Potro,ARG
2018-05-28,6,105223,4450,Juan Martin Del Potro,ARG
2018-06-11,4,105223,5080,Juan Martin Del Potro,ARG
2018-06-18,4,105223,5080,Juan Martin Del Potro,ARG
