tourney_name,surface,tourney_level,date,winner_id,winner_name,winner_state,loser_id,loser_name,loser_state,winner_rank,winner_points,loser_rank,loser_points
Brisbane,Hard,A,2018-01-01,105238,Alexandr Dolgopolov,UKR,104547,Horacio Zeballos,ARG,260,165,173,300
Brisbane,Hard,A,2018-01-01,106401,Nick Kyrgios,AUS,105051,Matthew Ebden,AUS,35,1125,46,1001
Brisbane,Hard,A,2018-01-01,106378,Kyle Edmund,GBR,111202,Hyeon Chung,KOR,14,2150,25,1585
Brisbane,Hard,A,2018-01-01,105777,Grigor Dimitrov,BUL,105357,John Millman,AUS,19,1835,38,1083
Brisbane,Hard,A,2018-01-01,105992,Ryan Harrison,USA,104797,Denis Istomin,UZB,62,810,92,622
Brisbane,Hard,A,2018-01-01,200282,Alex De Minaur,AUS,111581,Michael Mmoh,USA,31,1298,103,563
Brisbane,Hard,A,2018-01-01,106401,Nick Kyrgios,AUS,105238,Alexandr Dolgopolov,UKR,35,1125,260,165
Brisbane,Hard,A,2018-01-01,105777,Grigor Dimitrov,BUL,106378,Kyle Edmund,GBR,19,1835,14,2150
Brisbane,Hard,A,2018-01-01,105992,Ryan Harrison,USA,200282,Alex De Minaur,AUS,62,810,31,1298
Brisbane,Hard,A,2018-01-01,106401,Nick Kyrgios,AUS,105777,Grigor Dimitrov,BUL,35,1125,19,1835
Brisbane,Hard,A,2018-01-01,106401,Nick Kyrgios,AUS,105992,Ryan Harrison,USA,35,1125,62,810
Doha,Hard,A,2018-01-01,106432,Borna Coric,CRO,105807,Pablo Carreno Busta,ESP,12,2480,23,1705
Doha,Hard,A,2018-01-01,105932,Nikoloz Basilashvili,GEO,105341,Thomas Fabbiano,ITA,21,1795,101,573
Doha,Hard,A,2018-01-01,126094,Andrey Rublev,RUS,105649,Cedrik Marcel Stebe,GER,68,760,507,10
Doha,Hard,A,2018-01-01,104269,Fernando Verdasco,ESP,104534,Dudi Sela,ISR,28,1410,236,205
Doha,Hard,A,2018-01-01,105550,Guido Pella,ARG,105077,Albert Ramos,ESP,58,860,65,790
Doha,Hard,A,2018-01-01,105882,Stefano Travaglia,ITA,106325,Jabor Al Mutawa,QAT,133,426,0,0
Doha,Hard,A,2018-01-01,105806,Mirza Basic,BIH,104890,Andreas Haider Maurer,AUT,87,636,391,38
Doha,Hard,A,2018-01-01,103852,Feliciano Lopez,ESP,104198,Guillermo Garcia Lopez,ESP,64,795,105,543
Doha,Hard,A,2018-01-01,105376,Peter Gojowczyk,GER,105936,Filip Krajinovic,SRB,59,855,94,620
Doha,Hard,A,2018-01-01,126610,Matteo Berrettini,ITA,104678,Viktor Troicki,SRB,54,932,205,247
Doha,Hard,A,2018-01-01,104792,Gael Monfils,FRA,103893,Paolo Lorenzi,ITA,29,1400,109,525
Doha,Hard,A,2018-01-01,105526,Jan Lennard Struff,GER,104607,Tomas Berdych,CZE,57,875,71,715
Doha,Hard,A,2018-01-01,104755,Richard Gasquet,FRA,103607,Victor Estrella,DOM,26,1535,278,138
Doha,Hard,A,2018-01-01,126774,Stefanos Tsitsipas,GRE,104252,Florian Mayer,GER,15,2095,256,168
Doha,Hard,A,2018-01-01,105379,Aljaz Bedene,SLO,104291,Malek Jaziri,TUN,67,780,45,1014
Doha,Hard,A,2018-01-01,106233,Dominic Thiem,AUT,105539,Evgeny Donskoy,RUS,8,4095,97,594
Doha,Hard,A,2018-01-01,106432,Borna Coric,CRO,105932,Nikoloz Basilashvili,GEO,12,2480,21,1795
Doha,Hard,A,2018-01-01,126094,Andrey Rublev,RUS,104269,Fernando Verdasco,ESP,68,760,28,1410
Doha,Hard,A,2018-01-01,105550,Guido Pella,ARG,105882,Stefano Travaglia,ITA,58,860,133,426
Doha,Hard,A,2018-01-01,105806,Mirza Basic,BIH,103852,Feliciano Lopez,ESP,87,636,64,795
Doha,Hard,A,2018-01-01,105376,Peter Gojowczyk,GER,126610,Matteo Berrettini,ITA,59,855,54,932
Doha,Hard,A,2018-01-01,104792,Gael Monfils,FRA,105526,Jan Lennard Struff,GER,29,1400,57,875
Doha,Hard,A,2018-01-01,126774,Stefanos Tsitsipas,GRE,104755,Richard Gasquet,FRA,15,2095,26,1535
Doha,Hard,A,2018-01-01,106233,Dominic Thiem,AUT,105379,Aljaz Bedene,SLO,8,4095,67,780
Doha,Hard,A,2018-01-01,126094,Andrey Rublev,RUS,106432,Borna Coric,CRO,68,760,12,2480
Doha,Hard,A,2018-01-01,105550,Guido Pella,ARG,105806,Mirza Basic,BIH,58,860,87,636
Doha,Hard,A,2018-01-01,104792,Gael Monfils,FRA,105376,Peter Gojowczyk,GER,29,1400,59,855
Doha,Hard,A,2018-01-01,106233,Dominic Thiem,AUT,126774,Stefanos Tsitsipas,GRE,8,4095,15,2095
Doha,Hard,A,2018-01-01,126094,Andrey Rublev,RUS,105550,Guido Pella,ARG,68,760,58,860
Doha,Hard,A,2018-01-01,104792,Gael Monfils,FRA,106233,Dominic Thiem,AUT,29,1400,8,4095
Doha,Hard,A,2018-01-01,104792,Gael Monfils,FRA,126094,Andrey Rublev,RUS,29,1400,68,760
Pune,Hard,A,2018-01-01,106329,Thiago Monteiro,BRA,105074,Ruben Bemelmans,BEL,120,475,117,496
Pune,Hard,A,2018-01-01,111513,Laslo Djere,SRB,105657,Marius Copil,ROU,93,621,60,823
Pune,Hard,A,2018-01-01,105062,Mikhail Kukushkin,KAZ,105430,Radu Albot,MDA,53,935,98,592
Pune,Hard,A,2018-01-01,105916,Marton Fucsovics,HUN,106044,Nicolas Kicker,ARG,36,1122,178,285
Pune,Hard,A,2018-01-01,111797,Nicolas Jarry,CHI,104665,Pablo Andujar,ESP,43,1022,82,658
Pune,Hard,A,2018-01-01,104898,Robin Haase,NED,104882,Blaz Kavcic,SLO,50,965,206,246
Pune,Hard,A,2018-01-01,106120,Ricardo Ojeda Lara,ESP,106210,Jiri Vesely,CZE,272,146,89,629
Pune,Hard,A,2018-01-01,125802,Ilya Ivashka,BLR,111576,Sumit Nagal,IND,91,622,340,67
Pune,Hard,A,2018-01-01,104468,Gilles Simon,FRA,105815,Tennys Sandgren,USA,30,1370,61,814
Pune,Hard,A,2018-01-01,105732,Pierre Hugues Herbert,FRA,106065,Marco Cecchinato,ITA,55,903,20,1819
Pune,Hard,A,2018-01-01,106026,Yuki Bhambri,IND,111459,Arjun Kadhe,IND,137,420,392,37
Pune,Hard,A,2018-01-01,106368,Ramkumar Ramanathan,IND,106148,Roberto Carballes Baena,ESP,132,433,73,714
Pune,Hard,A,2018-01-01,104731,Kevin Anderson,RSA,106329,Thiago Monteiro,BRA,6,4710,120,475
Pune,Hard,A,2018-01-01,105062,Mikhail Kukushkin,KAZ,111513,Laslo Djere,SRB,53,935,93,621
Pune,Hard,A,2018-01-01,105332,Benoit Paire,FRA,105916,Marton Fucsovics,HUN,52,935,36,1122
Pune,Hard,A,2018-01-01,104898,Robin Haase,NED,111797,Nicolas Jarry,CHI,50,965,43,1022
Pune,Hard,A,2018-01-01,106120,Ricardo Ojeda Lara,ESP,125802,Ilya Ivashka,BLR,272,146,91,622
Pune,Hard,A,2018-01-01,104468,Gilles Simon,FRA,105138,Roberto Bautista Agut,ESP,30,1370,24,1605
Pune,Hard,A,2018-01-01,105732,Pierre Hugues Herbert,FRA,106026,Yuki Bhambri,IND,55,903,137,420
Pune,Hard,A,2018-01-01,105227,Marin Cilic,CRO,106368,Ramkumar Ramanathan,IND,7,4250,132,433
Pune,Hard,A,2018-01-01,104731,Kevin Anderson,RSA,105062,Mikhail Kukushkin,KAZ,6,4710,53,935
Pune,Hard,A,2018-01-01,105332,Benoit Paire,FRA,104898,Robin Haase,NED,52,935,50,965
Pune,Hard,A,2018-01-01,104468,Gilles Simon,FRA,106120,Ricardo Ojeda Lara,ESP,30,1370,272,146
Pune,Hard,A,2018-01-01,105227,Marin Cilic,CRO,105732,Pierre Hugues Herbert,FRA,7,4250,55,903
Pune,Hard,A,2018-01-01,104731,Kevin Anderson,RSA,105332,Benoit Paire,FRA,6,4710,52,935
Pune,Hard,A,2018-01-01,104468,Gilles Simon,FRA,105227,Marin Cilic,CRO,30,1370,7,4250
Pune,Hard,A,2018-01-01,104468,Gilles Simon,FRA,104731,Kevin Anderson,RSA,30,1370,6,4710
Auckland,Hard,A,2018-01-08,133430,Denis Shapovalov,CAN,104297,Rogerio Dutra Silva,BRA,27,1440,159,332
Auckland,Hard,A,2018-01-08,111575,Karen Khachanov,RUS,105216,Yuichi Sugita,JPN,11,2835,145,370
Auckland,Hard,A,2018-01-08,104655,Pablo Cuevas,URU,106121,Taro Daniel,JPN,88,630,77,691
Auckland,Hard,A,2018-01-08,111202,Hyeon Chung,KOR,105815,Tennys Sandgren,USA,25,1585,61,814
Auckland,Hard,A,2018-01-08,105311,Joao Sousa,POR,105385,Donald Young,USA,44,1017,248,183
Auckland,Hard,A,2018-01-08,103970,David Ferrer,ESP,200059,Yibing Wu,CHN,125,460,306,105
Auckland,Hard,A,2018-01-08,105138,Roberto Bautista Agut,ESP,105030,Michael Venus,NZL,24,1605,0,0
Auckland,Hard,A,2018-01-08,105449,Steve Johnson,USA,132482,Liam Caruana,USA,33,1190,380,43
Auckland,Hard,A,2018-01-08,106210,Jiri Vesely,CZE,105430,Radu Albot,MDA,89,629,98,592
Auckland,Hard,A,2018-01-08,105041,Lukas Lacko,SVK,126774,Stefanos Tsitsipas,GRE,114,514,15,2095
Auckland,Hard,A,2018-01-08,104898,Robin Haase,NED,134770,Casper Ruud,NOR,50,965,112,518
Auckland,Hard,A,2018-01-08,105376,Peter Gojowczyk,GER,105065,Tim Smyczek,USA,59,855,164,318
Auckland,Hard,A,2018-01-08,105223,Juan Martin del Potro,ARG,133430,Denis Shapovalov,CAN,5,5300,27,1440
Auckland,Hard,A,2018-01-08,111575,Karen Khachanov,RUS,104655,Pablo Cuevas,URU,11,2835,88,630
Auckland,Hard,A,2018-01-08,111202,Hyeon Chung,KOR,104545,John Isner,USA,25,1585,10,3155
Auckland,Hard,A,2018-01-08,103970,David Ferrer,ESP,105311,Joao Sousa,POR,125,460,44,1017
Auckland,Hard,A,2018-01-08,105138,Roberto Bautista Agut,ESP,105449,Steve Johnson,USA,24,1605,33,1190
Auckland,Hard,A,2018-01-08,106210,Jiri Vesely,CZE,105023,Sam Querrey,USA,89,629,51,955
Auckland,Hard,A,2018-01-08,104898,Robin Haase,NED,105041,Lukas Lacko,SVK,50,965,114,514
Auckland,Hard,A,2018-01-08,105376,Peter Gojowczyk,GER,106058,Jack Sock,USA,59,855,106,540
Auckland,Hard,A,2018-01-08,105223,Juan Martin del Potro,ARG,111575,Karen Khachanov,RUS,5,5300,11,2835
Auckland,Hard,A,2018-01-08,103970,David Ferrer,ESP,111202,Hyeon Chung,KOR,125,460,25,1585
Auckland,Hard,A,2018-01-08,105138,Roberto Bautista Agut,ESP,106210,Jiri Vesely,CZE,24,1605,89,629
Auckland,Hard,A,2018-01-08,104898,Robin Haase,NED,105376,Peter Gojowczyk,GER,50,965,59,855
Auckland,Hard,A,2018-01-08,105223,Juan Martin del Potro,ARG,103970,David Ferrer,ESP,5,5300,125,460
Auckland,Hard,A,2018-01-08,105138,Roberto Bautista Agut,ESP,104898,Robin Haase,NED,24,1605,50,965
Auckland,Hard,A,2018-01-08,105138,Roberto Bautista Agut,ESP,105223,Juan Martin del Potro,ARG,24,1605,5,5300
Sydney,Hard,A,2018-01-08,105357,John Millman,AUS,200615,Alexei Popyrin,AUS,38,1083,147,367
Sydney,Hard,A,2018-01-08,105332,Benoit Paire,FRA,105379,Aljaz Bedene,SLO,52,935,67,780
Sydney,Hard,A,2018-01-08,104919,Leonardo Mayer,ARG,104999,Mischa Zverev,GER,56,895,69,750
Sydney,Hard,A,2018-01-08,103852,Feliciano Lopez,ESP,126846,Aleksandar Vukic,AUS,64,795,348,60
Sydney,Hard,A,2018-01-08,200282,Alex De Minaur,AUS,104269,Fernando Verdasco,ESP,31,1298,28,1410
Sydney,Hard,A,2018-01-08,106000,Damir Dzumhur,BIH,105526,Jan Lennard Struff,GER,47,985,57,875
Sydney,Hard,A,2018-01-08,105173,Adrian Mannarino,FRA,105539,Evgeny Donskoy,RUS,42,1045,97,594
Sydney,Hard,A,2018-01-08,105575,Ricardas Berankis,LTU,106109,Alex Bolt,AUS,116,507,154,352
Sydney,Hard,A,2018-01-08,105238,Alexandr Dolgopolov,UKR,104678,Viktor Troicki,SRB,260,165,205,247
Sydney,Hard,A,2018-01-08,106421,Daniil Medvedev,RUS,104259,Philipp Kohlschreiber,GER,16,1977,34,1125
Sydney,Hard,A,2018-01-08,111577,Jared Donaldson,USA,104468,Gilles Simon,FRA,111,520,30,1370
Sydney,Hard,A,2018-01-08,103893,Paolo Lorenzi,ITA,111442,Jordan Thompson,AUS,109,525,72,715
Sydney,Hard,A,2018-01-08,104180,Gilles Muller,LUX,105357,John Millman,AUS,138,413,38,1083
Sydney,Hard,A,2018-01-08,105332,Benoit Paire,FRA,104919,Leonardo Mayer,ARG,52,935,56,895
Sydney,Hard,A,2018-01-08,103852,Feliciano Lopez,ESP,106043,Diego Schwartzman,ARG,64,795,17,1880
Sydney,Hard,A,2018-01-08,200282,Alex De Minaur,AUS,106000,Damir Dzumhur,BIH,31,1298,47,985
Sydney,Hard,A,2018-01-08,105173,Adrian Mannarino,FRA,105575,Ricardas Berankis,LTU,42,1045,116,507
Sydney,Hard,A,2018-01-08,104926,Fabio Fognini,ITA,105238,Alexandr Dolgopolov,UKR,13,2315,260,165
Sydney,Hard,A,2018-01-08,106421,Daniil Medvedev,RUS,111577,Jared Donaldson,USA,16,1977,111,520
Sydney,Hard,A,2018-01-08,103893,Paolo Lorenzi,ITA,105077,Albert Ramos,ESP,109,525,65,790
Sydney,Hard,A,2018-01-08,105332,Benoit Paire,FRA,104180,Gilles Muller,LUX,52,935,138,413
Sydney,Hard,A,2018-01-08,200282,Alex De Minaur,AUS,103852,Feliciano Lopez,ESP,31,1298,64,795
Sydney,Hard,A,2018-01-08,104926,Fabio Fognini,ITA,105173,Adrian Mannarino,FRA,13,2315,42,1045
Sydney,Hard,A,2018-01-08,106421,Daniil Medvedev,RUS,103893,Paolo Lorenzi,ITA,16,1977,109,525
Sydney,Hard,A,2018-01-08,200282,Alex De Minaur,AUS,105332,Benoit Paire,FRA,31,1298,52,935
Sydney,Hard,A,2018-01-08,106421,Daniil Medvedev,RUS,104926,Fabio Fognini,ITA,16,1977,13,2315
Sydney,Hard,A,2018-01-08,106421,Daniil Medvedev,RUS,200282,Alex De Minaur,AUS,16,1977,31,1298
Australian Open,Hard,G,2018-01-15,104745,Rafael Nadal,ESP,103607,Victor Estrella,DOM,2,7480,278,138
Australian Open,Hard,G,2018-01-15,104919,Leonardo Mayer,ARG,111797,Nicolas Jarry,CHI,56,895,43,1022
Australian Open,Hard,G,2018-01-15,105357,John Millman,AUS,106432,Borna Coric,CRO,38,1083,12,2480
Australian Open,Hard,G,2018-01-15,106000,Damir Dzumhur,BIH,103893,Paolo Lorenzi,ITA,47,985,109,525
Australian Open,Hard,G,2018-01-15,106043,Diego Schwartzman,ARG,105583,Dusan Lajovic,SRB,17,1880,48,985
Australian Open,Hard,G,2018-01-15,134770,Casper Ruud,NOR,111460,Quentin Halys,FRA,112,518,128,445
Australian Open,Hard,G,2018-01-15,105238,Alexandr Dolgopolov,UKR,104890,Andreas Haider Maurer,AUT,260,165,391,38
Australian Open,Hard,G,2018-01-15,105051,Matthew Ebden,AUS,104545,John Isner,USA,46,1001,10,3155
Australian Open,Hard,G,2018-01-15,105807,Pablo Carreno Busta,ESP,106186,Jason Kubler,AUS,23,1705,113,516
Australian Open,Hard,G,2018-01-15,104468,Gilles Simon,FRA,105657,Marius Copil,ROU,30,1370,60,823
Australian Open,Hard,G,2018-01-15,104291,Malek Jaziri,TUN,106099,Salvatore Caruso,ITA,45,1014,158,333
Australian Open,Hard,G,2018-01-15,104180,Gilles Muller,LUX,105643,Federico Delbonis,ARG,138,413,80,678
Australian Open,Hard,G,2018-01-15,104655,Pablo Cuevas,URU,104022,Mikhail Youzhny,RUS,88,630,0,0
Australian Open,Hard,G,2018-01-15,105992,Ryan Harrison,USA,104534,Dudi Sela,ISR,62,810,236,205
Australian Open,Hard,G,2018-01-15,105311,Joao Sousa,POR,104460,Dustin Brown,GER,44,1017,230,215
Australian Open,Hard,G,2018-01-15,105227,Marin Cilic,CRO,105577,Vasek Pospisil,CAN,7,4250,70,716
Australian Open,Hard,G,2018-01-15,105777,Grigor Dimitrov,BUL,110602,Dennis Novak,AUT,19,1835,140,387
Australian Open,Hard,G,2018-01-15,111456,Mackenzie McDonald,USA,111200,Elias Ymer,SWE,78,688,115,511
Australian Open,Hard,G,2018-01-15,104571,Marcos Baghdatis,CYP,106026,Yuki Bhambri,IND,124,460,137,420
Australian Open,Hard,G,2018-01-15,126094,Andrey Rublev,RUS,103970,David Ferrer,ESP,68,760,125,460
Australian Open,Hard,G,2018-01-15,106401,Nick Kyrgios,AUS,104297,Rogerio Dutra Silva,BRA,35,1125,159,332
Australian Open,Hard,G,2018-01-15,104678,Viktor Troicki,SRB,106109,Alex Bolt,AUS,205,247,154,352
Australian Open,Hard,G,2018-01-15,133430,Denis Shapovalov,CAN,126774,Stefanos Tsitsipas,GRE,27,1440,15,2095
Australian Open,Hard,G,2018-01-15,104542,Jo-Wilfried Tsonga,FRA,110536,Kevin King,USA,239,200,262,159
Australian Open,Hard,G,2018-01-15,106378,Kyle Edmund,GBR,104731,Kevin Anderson,RSA,14,2150,6,4710
Australian Open,Hard,G,2018-01-15,104797,Denis Istomin,UZB,105732,Pierre Hugues Herbert,FRA,92,622,55,903
Australian Open,Hard,G,2018-01-15,105932,Nikoloz Basilashvili,GEO,105589,Gerald Melzer,AUT,21,1795,244,192
Australian Open,Hard,G,2018-01-15,105074,Ruben Bemelmans,BEL,106298,Lucas Pouille,FRA,117,496,32,1245
Australian Open,Hard,G,2018-01-15,106415,Yoshihito Nishioka,JPN,104259,Philipp Kohlschreiber,GER,75,701,34,1125
Australian Open,Hard,G,2018-01-15,104312,Andreas Seppi,ITA,144895,Corentin Moutet,FRA,37,1106,144,372
Australian Open,Hard,G,2018-01-15,103333,Ivo Karlovic,CRO,111513,Laslo Djere,SRB,100,589,93,621
Australian Open,Hard,G,2018-01-15,105216,Yuichi Sugita,JPN,106058,Jack Sock,USA,145,370,106,540
Australian Open,Hard,G,2018-01-15,106233,Dominic Thiem,AUT,105550,Guido Pella,ARG,8,4095,58,860
Australian Open,Hard,G,2018-01-15,106045,Denis Kudla,USA,105449,Steve Johnson,USA,63,810,33,1190
Australian Open,Hard,G,2018-01-15,106210,Jiri Vesely,CZE,106324,Vaclav Safranek,CZE,89,629,293,127
Australian Open,Hard,G,2018-01-15,105173,Adrian Mannarino,FRA,126610,Matteo Berrettini,ITA,42,1045,54,932
Australian Open,Hard,G,2018-01-15,104269,Fernando Verdasco,ESP,105138,Roberto Bautista Agut,ESP,28,1410,24,1605
Australian Open,Hard,G,2018-01-15,109739,Maximilian Marterer,GER,105649,Cedrik Marcel Stebe,GER,74,706,507,10
Australian Open,Hard,G,2018-01-15,105815,Tennys Sandgren,USA,104871,Jeremy Chardy,FRA,61,814,40,1050
Australian Open,Hard,G,2018-01-15,104527,Stan Wawrinka,SUI,105575,Ricardas Berankis,LTU,66,785,116,507
Australian Open,Hard,G,2018-01-15,104925,Novak Djokovic,SRB,105385,Donald Young,USA,1,9045,248,183
Australian Open,Hard,G,2018-01-15,104792,Gael Monfils,FRA,144719,Jaume Munar,ESP,29,1400,81,663
Australian Open,Hard,G,2018-01-15,105065,Tim Smyczek,USA,200615,Alexei Popyrin,AUS,164,318,147,367
Australian Open,Hard,G,2018-01-15,105077,Albert Ramos,ESP,111577,Jared Donaldson,USA,65,790,111,520
Australian Open,Hard,G,2018-01-15,111202,Hyeon Chung,KOR,104999,Mischa Zverev,GER,25,1585,69,750
Australian Open,Hard,G,2018-01-15,106421,Daniil Medvedev,RUS,106423,Thanasi Kokkinakis,AUS,16,1977,146,367
Australian Open,Hard,G,2018-01-15,105376,Peter Gojowczyk,GER,105062,Mikhail Kukushkin,KAZ,59,855,53,935
Australian Open,Hard,G,2018-01-15,100644,Alexander Zverev,GER,105341,Thomas Fabbiano,ITA,4,6385,101,573
Australian Open,Hard,G,2018-01-15,105676,David Goffin,BEL,104897,Matthias Bachinger,GER,22,1785,130,440
Australian Open,Hard,G,2018-01-15,103898,Julien Benneteau,FRA,106121,Taro Daniel,JPN,0,0,77,691
Australian Open,Hard,G,2018-01-15,105539,Evgeny Donskoy,RUS,104252,Florian Mayer,GER,97,594,256,168
Australian Open,Hard,G,2018-01-15,104926,Fabio Fognini,ITA,104547,Horacio Zeballos,ARG,13,2315,173,300
Australian Open,Hard,G,2018-01-15,104607,Tomas Berdych,CZE,200282,Alex De Minaur,AUS,71,715,31,1298
Australian Open,Hard,G,2018-01-15,104198,Guillermo Garcia Lopez,ESP,105332,Benoit Paire,FRA,105,543,52,935
Australian Open,Hard,G,2018-01-15,111575,Karen Khachanov,RUS,105166,Peter Polansky,CAN,11,2835,119,482
Australian Open,Hard,G,2018-01-15,105223,Juan Martin del Potro,ARG,126207,Frances Tiafoe,USA,5,5300,39,1080
Australian Open,Hard,G,2018-01-15,105023,Sam Querrey,USA,103852,Feliciano Lopez,ESP,51,955,64,795
Australian Open,Hard,G,2018-01-15,105916,Marton Fucsovics,HUN,105430,Radu Albot,MDA,36,1122,98,592
Australian Open,Hard,G,2018-01-15,106044,Nicolas Kicker,ARG,111442,Jordan Thompson,AUS,178,285,72,715
Australian Open,Hard,G,2018-01-15,105041,Lukas Lacko,SVK,105683,Milos Raonic,CAN,114,514,18,1855
Australian Open,Hard,G,2018-01-15,104755,Richard Gasquet,FRA,104882,Blaz Kavcic,SLO,26,1535,206,246
Australian Open,Hard,G,2018-01-15,132283,Lorenzo Sonego,ITA,104898,Robin Haase,NED,107,532,50,965
Australian Open,Hard,G,2018-01-15,105526,Jan Lennard Struff,GER,126952,Soon Woo Kwon,KOR,57,875,235,206
Australian Open,Hard,G,2018-01-15,103819,Roger Federer,SUI,105379,Aljaz Bedene,SLO,3,6420,67,780
Australian Open,Hard,G,2018-01-15,104745,Rafael Nadal,ESP,104919,Leonardo Mayer,ARG,2,7480,56,895
Australian Open,Hard,G,2018-01-15,106000,Damir Dzumhur,BIH,105357,John Millman,AUS,47,985,38,1083
Australian Open,Hard,G,2018-01-15,106043,Diego Schwartzman,ARG,134770,Casper Ruud,NOR,17,1880,112,518
Australian Open,Hard,G,2018-01-15,105238,Alexandr Dolgopolov,UKR,105051,Matthew Ebden,AUS,260,165,46,1001
Australian Open,Hard,G,2018-01-15,105807,Pablo Carreno Busta,ESP,104468,Gilles Simon,FRA,23,1705,30,1370
Australian Open,Hard,G,2018-01-15,104180,Gilles Muller,LUX,104291,Malek Jaziri,TUN,138,413,45,1014
Australian Open,Hard,G,2018-01-15,105992,Ryan Harrison,USA,104655,Pablo Cuevas,URU,62,810,88,630
Australian Open,Hard,G,2018-01-15,105227,Marin Cilic,CRO,105311,Joao Sousa,POR,7,4250,44,1017
Australian Open,Hard,G,2018-01-15,105777,Grigor Dimitrov,BUL,111456,Mackenzie McDonald,USA,19,1835,78,688
Australian Open,Hard,G,2018-01-15,126094,Andrey Rublev,RUS,104571,Marcos Baghdatis,CYP,68,760,124,460
Australian Open,Hard,G,2018-01-15,106401,Nick Kyrgios,AUS,104678,Viktor Troicki,SRB,35,1125,205,247
Australian Open,Hard,G,2018-01-15,104542,Jo-Wilfried Tsonga,FRA,133430,Denis Shapovalov,CAN,239,200,27,1440
Australian Open,Hard,G,2018-01-15,106378,Kyle Edmund,GBR,104797,Denis Istomin,UZB,14,2150,92,622
Australian Open,Hard,G,2018-01-15,105932,Nikoloz Basilashvili,GEO,105074,Ruben Bemelmans,BEL,21,1795,117,496
Australian Open,Hard,G,2018-01-15,104312,Andreas Seppi,ITA,106415,Yoshihito Nishioka,JPN,37,1106,75,701
Australian Open,Hard,G,2018-01-15,103333,Ivo Karlovic,CRO,105216,Yuichi Sugita,JPN,100,589,145,370
Australian Open,Hard,G,2018-01-15,106233,Dominic Thiem,AUT,106045,Denis Kudla,USA,8,4095,63,810
Australian Open,Hard,G,2018-01-15,105173,Adrian Mannarino,FRA,106210,Jiri Vesely,CZE,42,1045,89,629
Australian Open,Hard,G,2018-01-15,109739,Maximilian Marterer,GER,104269,Fernando Verdasco,ESP,74,706,28,1410
Australian Open,Hard,G,2018-01-15,105815,Tennys Sandgren,USA,104527,Stan Wawrinka,SUI,61,814,66,785
Australian Open,Hard,G,2018-01-15,104925,Novak Djokovic,SRB,104792,Gael Monfils,FRA,1,9045,29,1400
Australian Open,Hard,G,2018-01-15,105077,Albert Ramos,ESP,105065,Tim Smyczek,USA,65,790,164,318
Australian Open,Hard,G,2018-01-15,111202,Hyeon Chung,KOR,106421,Daniil Medvedev,RUS,25,1585,16,1977
Australian Open,Hard,G,2018-01-15,100644,Alexander Zverev,GER,105376,Peter Gojowczyk,GER,4,6385,59,855
Australian Open,Hard,G,2018-01-15,103898,Julien Benneteau,FRA,105676,David Goffin,BEL,0,0,22,1785
Australian Open,Hard,G,2018-01-15,104926,Fabio Fognini,ITA,105539,Evgeny Donskoy,RUS,13,2315,97,594
Australian Open,Hard,G,2018-01-15,104607,Tomas Berdych,CZE,104198,Guillermo Garcia Lopez,ESP,71,715,105,543
Australian Open,Hard,G,2018-01-15,105223,Juan Martin del Potro,ARG,111575,Karen Khachanov,RUS,5,5300,11,2835
Australian Open,Hard,G,2018-01-15,105916,Marton Fucsovics,HUN,105023,Sam Querrey,USA,36,1122,51,955
