id,name,state,rank,points
106249,Joao Domingues,POR,176,364
207989,Carlos Alcaraz Garfia,ESP,141,464
205734,Thiago Seyboth Wild,BRA,116,586
106034,Yasutaka Uchiyama,JPN,104,696
105952,Renzo Olivo,ARG,214,281
106198,Hugo Dellien,BOL,111,638
144642,Marcelo Tomas Barrios Vera,CHI,254,214
122669,Juan Pablo Varillas,PER,158,411
104918,Andy Murray,GBR,122,547
106283,Mitchell Krueger,USA,192,337
202195,Maxime Cressy,FRA,168,384
124014,Ernesto Escobedo,USA,198,329
200670,J.J. Wolf,USA,127,519
106331,Christopher O'Connell,AUS,120,558
105723,Andrey Kuznetsov,RUS,517,63
111576,Sumit Nagal,IND,136,475
105870,Yannick Hanfmann,GER,99,728
144817,Marc Andrea Huesler,SUI,148,444
109739,Maximilian Marterer,GER,209,300
124116,Sebastian Ofner,AUT,159,402
207518,Lorenzo Musetti,ITA,128,509
105453,Kei Nishikori,JPN,41,1345
123755,Daniel Elahi Galan,COL,115,599
127157,Daniel Altmaier,GER,130,501
105430,Radu Albot,MDA,93,772
200514,Jurij Rodionov,AUT,144,455
105841,Lorenzo Giustino,ITA,152,426
200384,Hugo Gaston,FRA,162,390
126127,Benjamin Bonzi,FRA,165,388
200624,Sebastian Korda,USA,118,563
106214,Oscar Otte,GER,140,467
105967,Henri Laaksonen,SUI,134,485
104999,Mischa Zverev,GER,264,208
105905,Danilo Petrovic,SRB,142,458
126504,Andrea Pellegrino,ITA,279,188
126128,Roman Safiullin,RUS,182,350
106234,Aslan Karatsev,RUS,112,637
105539,Evgeny Donskoy,RUS,123,540
200267,Zizou Bergs,BEL,437,86
106293,Kimmer Coppejans,BEL,177,361
207797,Jonas Forejtek,CZE,361,115
105074,Ruben Bemelmans,BEL,227,253
127339,Borna Gojo,CRO,221,257
104586,Lukas Rosol,CZE,199,327
105877,Emilio Gomez,ECU,160,395
105933,Roberto Quiroz,ECU,296,166
104898,Robin Haase,NED,197,330
106000,Damir Dzumhur,BIH,119,562
106232,Roberto Cid,DOM,228,253
133975,Benjamin Hassan,GER,367,111
106397,Wishaya Trongcharoenchaikul,THA,644,36
106393,Frederico Ferreira Silva,POR,183,349
105311,Joao Sousa,POR,90,776
126609,Patrik Niklas Salminen,FIN,440,85
126204,Gerardo Lopez Villasenor,MEX,549,55
202261,Otto Virtanen,FIN,610,41
126340,Viktor Durasovic,NOR,340,127
206716,Lukas Hellum Lilleengen,NOR,1444,3
103529,Aisam Ul Haq Qureshi,PAK,0,0
103499,Aqeel Khan,PAK,0,0
131951,Daniel Cukierman,ISR,783,22
123795,Altug Celikbilek,TUR,310,147
122548,Edan Leshem,ISR,372,110
202358,Chun Hsin Tseng,TPE,280,185
126555,Tung Lin Wu,TPE,244,223
104660,Sergiy Stakhovsky,UKR,202,322
105011,Illya Marchenko,UKR,215,278
110686,Finn Tearney,NZL,1042,9
105334,Luis David Martinez,VEN,0,0
104907,Jose Rubin Statham,NZL,0,0
200247,Alexandar Lazarov,BUL,546,56
200574,Alexander Donski,CAN,592,45
111453,Mikael Torpegaard,DEN,189,340
208029,Holger Rune,DEN,472,75
104233,Frederik Nielsen,DEN,0,0
209080,Blaise Bicknell,USA,1361,3
105656,Marcelo Arevalo,ESA,447,82
144932,Kristjan Tamm,EST,625,39
206750,Daniil Glinka,EST,844,18
108739,Wilfredo Gonzalez,GUA,1123,7
104291,Malek Jaziri,TUN,249,219
105464,Christopher Rungkat,INA,0,0
105812,David Agung Susanto,INA,1385,3
209870,Gunawan Trismuwantara,INA,0,0
105633,Mohamed Safwat,EGY,154,418
207669,Robert Strombachs,GER,668,33
104467,Lamine Ouahab,ALG,648,35
125842,Adam Moundir,SUI,498,69
209119,Aissa Benchakroun,MAR,1722,1
209226,Adolfo Daniel Vallejo,PAR,0,0
209225,Martin Antonio Vergara Del Puerto,PAR,0,0
202065,Petros Tsitsipas,GRE,1004,11
105668,Jerzy Janowicz,POL,503,68
209874,Maks Kasnikowski,POL,0,0
208518,Hazem Naw,UNK,0,0
111761,Benjamin Lock,ZIM,441,85
111797,Nicolas Jarry,CHI,0,0
208364,Franco Roncadelli,URU,0,0
105899,Martin Cuevas,URU,484,72
126612,Alexander Cozbinov,MDA,761,24
111794,Kamil Majchrzak,POL,107,680
133018,Michail Pervolarakis,CYP,456,80
104542,Jo-Wilfried Tsonga,FRA,62,1005
103565,Stephane Robert,FRA,897,15
105030,Michael Venus,NZL,0,0
104919,Leonardo Mayer,ARG,135,482
111153,Christopher Eubanks,USA,235,247
106408,Mario Vilella Martinez,ESP,191,339
104229,Yen Hsun Lu,TPE,1007,10
134868,Tallon Griekspoor,NED,153,423
200611,Elliot Benchetrit,FRA,223,255
106302,Andrew Harris,AUS,229,251
105477,Marco Trungelliti,ARG,241,226
105441,John Patrick Smith,AUS,313,143
126845,Max Purcell,AUS,239,238
111460,Quentin Halys,FRA,203,310
106110,Filip Horansky,SVK,185,345
105943,Federico Gaio,ITA,137,474
126663,Juan Pablo Ficovich,ARG,206,304
111505,Enzo Couacaud,FRA,211,287
124154,Sasi Kumar Mukund,IND,300,157
120424,Yannick Maden,GER,173,378
126156,Antoine Hoang,FRA,121,550
106368,Ramkumar Ramanathan,IND,190,340
111459,Arjun Kadhe,IND,662,34
105341,Thomas Fabbiano,ITA,172,379
207680,Facundo Diaz Acosta,ARG,403,98
202103,Francisco Cerundolo,ARG,139,471
208108,Brian Shi,USA,0,0
111790,Brayden Schnur,CAN,208,301
111578,Stefan Kozlov,USA,370,110
106071,Bernard Tomic,AUS,226,253
104797,Denis Istomin,UZB,184,348
208004,Harold Mayot,FRA,426,88
200335,Felipe Meligeni Rodrigues Alves,BRA,231,250
105373,Martin Klizan,SVK,151,432
111515,Thai Son Kwiatkowski,USA,212,283
200265,Ulises Blanch,USA,243,224
106045,Denis Kudla,USA,114,600
105614,Bradley Klahn,USA,149,436
106281,Liam Broady,GBR,188,340
126239,Arthur Rinderknech,FRA,178,361
207830,Tomas Machac,CZE,195,331
126125,Maxime Janvier,FRA,210,293
126846,Aleksandar Vukic,AUS,196,331
105731,Steven Diez,CAN,179,358
206748,Giulio Zeppieri,ITA,324,135
126120,Nino Serdarusic,CRO,293,168
200303,Pavel Kotov,RUS,272,202
208134,Luca Nardi,ITA,785,22
207608,Timofey Skatov,RUS,445,83
122078,Dmitry Popko,KAZ,170,381
126964,Vitaliy Sachko,UKR,400,99
202090,Adrian Andreev,BUL,561,52
105053,Santiago Giraldo,COL,318,140
209867,Daniil Ostapenkov,BLR,0,0
111200,Elias Ymer,SWE,205,309
122109,Sanjar Fayziev,UZB,513,64
105434,Ruan Roelofse,RSA,640,36
105806,Mirza Basic,BIH,326,134
105497,Jose Hernandez,DOM,316,142
105156,Federico Zeballos,BOL,572,50
127143,Jirat Navasirisomboon,THA,1586,2
133979,Hasan Ibrahim,GER,1546,2
105827,Laurynas Grigelis,LTU,422,90
108772,Julius Tverijonas,LTU,830,19
105688,Manuel Sanchez,MEX,852,17
105349,Harri Heliovaara,FIN,635,37
105985,Darian King,BAR,285,176
104656,Haydn Lewis,BAR,0,0
209868,Kaipo Marshall,BAR,0,0
106247,Nik Razborsek,SLO,729,27
104882,Blaz Kavcic,SLO,269,203
105757,Sandro Ehrat,SUI,377,108
126190,Nicolas Alvarez,PER,345,123
127326,Ben Patael,ISR,578,48
105467,Jordi Munoz Abreu,VEN,1265,4
208055,Ajeet Rai,NZL,949,13
207738,Brandon Perez,VEN,1722,1
145016,Julian Saborio,CRC,0,0
132374,Jesse Flores,CAN,1051,9
209869,Rodrigo Crespo Piedra,CRC,0,0
144687,Quinton Vega,USA,0,0
200620,Ignacio Garcia,PUR,0,0
108763,Alberto Emmanuel Alvarado Larin,ESA,0,0
202120,Rowland Phillips,JAM,1438,3
104901,Vladimir Ivanov,EST,710,29
206600,Zura Tkemaladze,GEO,0,0
202246,Nikoloz Davlianidze,GEO,0,0
144826,Aziz Dougaz,TUN,380,107
132932,Franz Luna Lavidalie,GUA,0,0
207401,Sheil Kotecha,KEN,1422,3
208043,Ismael Changawa Ruwa Mzai,KEN,0,0
206199,Kevin Cheruiyot,KEN,1800,1
209866,Karlis Ozolins,LVA,1073,8
105747,Karim Mohamed Maamoun,EGY,391,102
209871,Amr Elsayed Abdou Ahmed Mohamed,EGY,0,0
122533,Nam Hoang Ly,VIE,705,29
202300,Phuong Van Nguyen,VIE,0,0
144775,Linh Giang Trinh,VIE,0,0
134886,Sharmal Dissanayake,SRI,0,0
202462,Yasitha De Silva,SRI,0,0
209872,Thehan Sanjaya Wijemanne,SRI,0,0
202165,Alberto Lim,PHI,0,0
106150,Jeson Patrombon,PHI,1463,2
209873,Eric Jr. Olivarez,PHI,0,0
205695,Ching Lam,HKG,0,0
106388,Pak Long Yeung,HKG,964,12
207852,Wai Yu Kai,HKG,0,0
200250,Mehluli Don Ayanda Sibanda,ZIM,775,23
200181,Amer Naow,SYR,0,0
