id,name,state,rank,points
105683,Milos Raonic,CAN,18,1855
105385,Donald Young,USA,248,183
124187,Reilly Opelka,USA,99,590
106058,Jack Sock,USA,106,540
105341,Thomas Fabbiano,ITA,101,573
104665,Pablo Andujar,ESP,82,658
106423,Thanasi Kokkinakis,AUS,146,367
106249,Joao Domingues,POR,224,223
124116,Sebastian Ofner,AUT,179,285
104122,Carlos Berlocq,ARG,139,411
104297,Rogerio Dutra Silva,BRA,159,332
106105,Guilherme Clezar,BRA,232,214
106121,Taro Daniel,JPN,77,691
200000,Felix Auger Aliassime,CAN,108,527
105166,Peter Polansky,CAN,119,482
106283,Mitchell Krueger,USA,228,216
105577,Vasek Pospisil,CAN,70,716
106281,Liam Broady,GBR,273,144
200095,Nicola Kuhn,ESP,245,190
103781,Jurgen Melzer,AUT,288,133
106361,Adam Pavlasek,CZE,200,251
200075,Yshai Oliel,ISR,0,0
105432,Prajnesh Gunneswaran,IND,110,521
126939,Khumoun Sultanov,UZB,386,41
208029,Holger Rune,DEN,0,0
126204,Gerardo Lopez Villasenor,MEX,516,10
126190,Nicolas Alvarez,PER,567,6
207415,Daniel Michalski,POL,529,8
104494,Adrian Ungur,ROU,0,0
106021,Dragos Dima,ROU,322,84
202210,Edris Fetisleam,ROU,0,0
106150,Jeson Patrombon,PHI,0,0
207139,Palaphoom Kovapitukted,THA,0,0
208028,Francisco Llanes,URU,0,0
106216,Bjorn Fratangelo,USA,136,421
105967,Henri Laaksonen,SUI,169,311
105063,Andrea Arnaboldi,ITA,176,297
106072,Alexey Vatutin,RUS,175,298
106065,Marco Cecchinato,ITA,20,1819
144719,Jaume Munar,ESP,81,663
104719,Marcel Granollers,ESP,96,598
122330,Alexander Bublik,KAZ,162,323
120424,Yannick Maden,GER,126,460
104620,Simone Bolelli,ITA,141,384
105155,Pedro Sousa,POR,104,550
105477,Marco Trungelliti,ARG,123,463
104897,Matthias Bachinger,GER,130,440
105870,Yannick Hanfmann,GER,152,355
111511,Noah Rubin,USA,135,424
126523,Bernabe Zapata Miralles,ESP,266,153
104586,Lukas Rosol,CZE,142,383
105948,Federico Coria,ARG,279,138
106110,Filip Horansky,SVK,215,231
123921,Calvin Hemery,FRA,216,229
105053,Santiago Giraldo,COL,253,178
105819,Guido Andreozzi,ARG,79,682
105208,Ernests Gulbis,LAT,95,612
106071,Bernard Tomic,AUS,83,655
106109,Alex Bolt,AUS,154,352
200484,Rudolf Molleker,GER,207,246
104252,Florian Mayer,GER,256,168
104918,Andy Murray,GBR,240,200
126652,Jay Clarke,GBR,233,213
105614,Bradley Klahn,USA,76,699
103565,Stephane Robert,FRA,195,262
105359,Jason Jung,TPE,121,470
106328,Christian Harrison,USA,241,200
111442,Jordan Thompson,AUS,72,715
105634,Viktor Galovic,ITA,223,223
106177,Oriol Roca Batalla,ESP,383,41
105487,Facundo Bagnis,ARG,153,353
109054,Daniel Masur,GER,258,168
111460,Quentin Halys,FRA,128,445
106078,Egor Gerasimov,BLR,157,334
106218,Marcos Giron,USA,308,103
126205,Tommy Paul,USA,202,251
104672,Vincent Millot,FRA,321,85
105902,James Duckworth,AUS,234,206
136440,Dominik Koepfer,GER,161,331
106186,Jason Kubler,AUS,113,516
200005,Ugo Humbert,FRA,102,572
105554,Daniel Evans,GBR,192,266
127300,Jurabek Karimov,UZB,0,0
133297,Yosuke Watanuki,JPN,194,263
105436,Markus Eriksson,SWE,425,24
111197,Jonathan Mridha,SWE,0,0
105899,Martin Cuevas,URU,305,106
106005,Constant Lestienne,FRA,151,357
106099,Salvatore Caruso,ITA,158,333
106214,Oscar Otte,GER,167,317
200615,Alexei Popyrin,AUS,147,367
105441,John Patrick Smith,AUS,193,264
105649,Cedrik Marcel Stebe,GER,507,10
106325,Jabor Al Mutawa,QAT,0,0
104890,Andreas Haider Maurer,AUT,391,38
111576,Sumit Nagal,IND,340,67
111459,Arjun Kadhe,IND,392,37
105030,Michael Venus,NZL,0,0
132482,Liam Caruana,USA,380,43
126846,Aleksandar Vukic,AUS,348,60
104460,Dustin Brown,GER,230,215
110536,Kevin King,USA,262,159
106324,Vaclav Safranek,CZE,293,127
126952,Soon Woo Kwon,KOR,235,206
105299,Dzmitry Zhyrmont,BLR,0,0
106138,Yaraslau Shyla,BLR,647,1
105111,Ivan Endara,ECU,0,0
106174,Gonzalo Lama,CHI,632,2
105842,Di Wu,CHN,307,104
104656,Haydn Lewis,BAR,0,0
105985,Darian King,BAR,198,260
207971,Xavier Lawrence,BAR,0,0
106232,Roberto Cid,DOM,251,181
111805,Seong Chan Hong,KOR,532,8
207972,Minjong Park,KOR,0,0
105707,Nicolaas Scholtz,RSA,540,8
105085,Artem Smirnov,UKR,529,8
105226,Attila Balazs,HUN,252,180
106333,Julien Cagnina,BEL,0,0
106391,Adrian Bodmer,SUI,650,1
122236,Roman Hassanov,KAZ,0,0
106198,Hugo Dellien,BOL,122,466
105156,Federico Zeballos,BOL,0,0
105479,Alejandro Mendoza,BOL,0,0
105273,Mauricio Echazu,PER,0,0
202382,Simen Sunde Bratholm,NOR,0,0
126340,Viktor Durasovic,NOR,384,41
200483,Peter August Anker,NOR,0,0
108763,Alberto Emmanuel Alvarado Larin,ESA,0,0
206768,Rafael Eduardo Gonzalez Retana,ESA,0,0
144807,Kenneth Raisma,EST,0,0
207973,Ainius Sabaliauskas,LTU,0,0
106106,George Tsivadze,GEO,0,0
105566,Shahin Khaledan,IRI,0,0
105606,Mohsen Hossein Zade,IRI,0,0
200401,Amir Hossein Badi,IRI,0,0
200278,Simon Carr,IRL,0,0
106396,Cheng Yu Yu,TPE,0,0
134120,Kuan Yi Lee,TPE,0,0
206000,Michel Saade,LIB,0,0
134114,Jad Ballout,TPE,0,0
207176,Muhammad Althaf Dhaifullah,INA,0,0
200045,Anthony Susanto,INA,0,0
200620,Ignacio Garcia,PUR,0,0
200274,Alex Diaz,PUR,0,0
200619,Sebastian Arcila,PUR,0,0
126102,Nicolae Frunza,ROU,571,6
144776,Christophe Tholl,LUX,0,0
105641,Blaz Rola,SLO,188,272
105587,Tom Kocevar Desman,SLO,0,0
202462,Yasitha De Silva,SRI,0,0
207421,Alex Fairbanks,SRI,0,0
144826,Aziz Dougaz,TUN,573,6
121411,Moez Chargui,TUN,633,2
123795,Altug Celikbilek,TUR,471,15
117356,Cem Ilkel,TUR,249,183
200250,Mehluli Don Ayanda Sibanda,ZIM,0,0
108739,Wilfredo Gonzalez,GUA,0,0
105467,Jordi Munoz Abreu,VEN,0,0
105613,Norbert Gombos,SVK,247,189
104932,Kenny De Schepper,FRA,197,261
105943,Federico Gaio,ITA,210,236
106220,Dimitar Kuzmanov,BUL,329,76
202090,Adrian Andreev,BUL,0,0
200574,Alexander Donski,CAN,0,0
106398,Pedro Cachin,ARG,268,152
200624,Sebastian Korda,USA,524,10
200384,Hugo Gaston,FRA,0,0
106412,Lucas Gomez,MEX,517,10
105163,Gleb Sakharov,FRA,238,202
105952,Renzo Olivo,ARG,331,71
205734,Thiago Seyboth Wild,BRA,449,19
105960,Evan King,USA,286,134
111153,Christopher Eubanks,USA,170,307
200175,Miomir Kecmanovic,SRB,131,433
106426,Christian Garin,CHI,84,650
122109,Sanjar Fayziev,UZB,591,4
207836,Muzammil Murtaza,PAK,0,0
106167,Joris De Loore,BEL,303,115
109698,Christoffer Konigsfeldt,DEN,0,0
124022,Chun Hun Wong,HKG,0,0
104308,Michal Przysiezny,POL,543,7
207400,Mark Chigaazira,ZIM,0,0
207479,Soufiane El Mesbahi,MAR,0,0
206642,Yassir Kilani,MAR,0,0
105961,David Souto,VEN,0,0
207738,Brandon Perez,VEN,0,0
111578,Stefan Kozlov,USA,316,93
124079,Pedro Martinez,ESP,156,336
200031,Lucas Catarina,MON,480,14
103990,Tommy Robredo,ESP,201,251
106393,Frederico Ferreira Silva,POR,324,80
104593,Daniel Gimeno Traver,ESP,189,271
104947,Marsel Ilhan,TUR,543,7
111795,Filippo Baldi,ITA,165,318
105515,Jordi Samper Montana,ESP,413,28
106296,Gregoire Barrere,FRA,163,322
200611,Elliot Benchetrit,FRA,275,142
126125,Maxime Janvier,FRA,196,262
126845,Max Purcell,AUS,280,138
104970,Matteo Viola,ITA,291,130
104978,Daniel Brands,GER,182,278
126127,Benjamin Bonzi,FRA,261,162
144645,Zdenek Kolar,CZE,209,238
106228,Juan Ignacio Londero,ARG,118,491
111574,Jc Aragone,USA,254,171
126120,Nino Serdarusic,CRO,264,158
202130,Emil Reinberg,USA,0,0
104597,Nicolas Almagro,ESP,0,0
200514,Jurij Rodionov,AUT,217,229
111515,Thai Son Kwiatkowski,USA,296,126
111790,Brayden Schnur,CAN,172,303
127339,Borna Gojo,CRO,335,69
123768,Collin Altamirano,USA,310,101
202385,Jenson Brooksby,USA,0,0
200711,Nicolas Mejia,COL,0,0
105691,Scott Griekspoor,NED,294,127
200218,Mate Valkusz,HUN,311,98
105493,Tomislav Brkic,BIH,302,117
138431,Darko Bojanovic,BIH,0,0
105502,N Sriram Balaji,IND,401,31
105757,Sandro Ehrat,SUI,588,4
111192,Lucas Miedler,AUT,285,135
104563,Luca Vanni,ITA,168,317
105147,Tatsuma Ito,JPN,148,360
111190,Zhizhen Zhang,CHN,360,56
104810,Zhe Li,CHN,277,140
106348,Evgeny Karlovskiy,RUS,246,190
