tourney_name,surface,tourney_level,date,winner_id,winner_name,winner_state,loser_id,loser_name,loser_state,winner_rank,winner_points,loser_rank,loser_points
Atp Cup,Hard,A,2020-01-06,105332,Benoit Paire,FRA,105583,Dusan Lajovic,SRB,28,1738,26,1785
Atp Cup,Hard,A,2020-01-06,104925,Novak Djokovic,SRB,104731,Kevin Anderson,RSA,1,12030,81,825
Atp Cup,Hard,A,2020-01-06,105583,Dusan Lajovic,SRB,144750,Lloyd Harris,RSA,26,1785,87,793
Atp Cup,Hard,A,2020-01-06,104925,Novak Djokovic,SRB,106426,Christian Garin,CHI,1,12030,22,2170
Atp Cup,Hard,A,2020-01-06,105583,Dusan Lajovic,SRB,111797,Nicolas Jarry,CHI,26,1785,0,0
Atp Cup,Hard,A,2020-01-06,104731,Kevin Anderson,RSA,105332,Benoit Paire,FRA,81,825,28,1738
Atp Cup,Hard,A,2020-01-06,104468,Gilles Simon,FRA,144750,Lloyd Harris,RSA,63,1005,87,793
Atp Cup,Hard,A,2020-01-06,104792,Gael Monfils,FRA,106426,Christian Garin,CHI,11,2860,22,2170
Atp Cup,Hard,A,2020-01-06,105332,Benoit Paire,FRA,111797,Nicolas Jarry,CHI,28,1738,0,0
Atp Cup,Hard,A,2020-01-06,104731,Kevin Anderson,RSA,106426,Christian Garin,CHI,81,825,22,2170
Atp Cup,Hard,A,2020-01-06,144750,Lloyd Harris,RSA,111797,Nicolas Jarry,CHI,87,793,0,0
Atp Cup,Hard,A,2020-01-06,104745,Rafael Nadal,ESP,106415,Yoshihito Nishioka,JPN,2,9850,56,1062
Atp Cup,Hard,A,2020-01-06,105138,Roberto Bautista Agut,ESP,104424,Go Soeda,JPN,13,2710,133,490
Atp Cup,Hard,A,2020-01-06,104745,Rafael Nadal,ESP,105932,Nikoloz Basilashvili,GEO,2,9850,40,1395
Atp Cup,Hard,A,2020-01-06,105138,Roberto Bautista Agut,ESP,106223,Aleksandre Metreveli,GEO,13,2710,593,44
Atp Cup,Hard,A,2020-01-06,104745,Rafael Nadal,ESP,104655,Pablo Cuevas,URU,2,9850,67,917
Atp Cup,Hard,A,2020-01-06,105138,Roberto Bautista Agut,ESP,208364,Franco Roncadelli,URU,13,2710,0,0
Atp Cup,Hard,A,2020-01-06,106415,Yoshihito Nishioka,JPN,105932,Nikoloz Basilashvili,GEO,56,1062,40,1395
Atp Cup,Hard,A,2020-01-06,104424,Go Soeda,JPN,106223,Aleksandre Metreveli,GEO,133,490,593,44
Atp Cup,Hard,A,2020-01-06,106415,Yoshihito Nishioka,JPN,104655,Pablo Cuevas,URU,56,1062,67,917
Atp Cup,Hard,A,2020-01-06,104424,Go Soeda,JPN,105899,Martin Cuevas,URU,133,490,484,72
Atp Cup,Hard,A,2020-01-06,105932,Nikoloz Basilashvili,GEO,104655,Pablo Cuevas,URU,40,1395,67,917
Atp Cup,Hard,A,2020-01-06,106223,Aleksandre Metreveli,GEO,208364,Franco Roncadelli,URU,593,44,0,0
Atp Cup,Hard,A,2020-01-06,105554,Daniel Evans,GBR,105676,David Goffin,BEL,32,1589,15,2555
Atp Cup,Hard,A,2020-01-06,104327,Steve Darcis,BEL,111815,Cameron Norrie,GBR,273,196,71,877
Atp Cup,Hard,A,2020-01-06,105676,David Goffin,BEL,105777,Grigor Dimitrov,BUL,15,2555,19,2260
Atp Cup,Hard,A,2020-01-06,106220,Dimitar Kuzmanov,BUL,104327,Steve Darcis,BEL,295,166,273,196
Atp Cup,Hard,A,2020-01-06,105676,David Goffin,BEL,105430,Radu Albot,MDA,15,2555,93,772
Atp Cup,Hard,A,2020-01-06,104327,Steve Darcis,BEL,126612,Alexander Cozbinov,MDA,273,196,761,24
Atp Cup,Hard,A,2020-01-06,105777,Grigor Dimitrov,BUL,105554,Daniel Evans,GBR,19,2260,32,1589
Atp Cup,Hard,A,2020-01-06,111815,Cameron Norrie,GBR,106220,Dimitar Kuzmanov,BUL,71,877,295,166
Atp Cup,Hard,A,2020-01-06,105554,Daniel Evans,GBR,105430,Radu Albot,MDA,32,1589,93,772
Atp Cup,Hard,A,2020-01-06,111815,Cameron Norrie,GBR,126612,Alexander Cozbinov,MDA,71,877,761,24
Atp Cup,Hard,A,2020-01-06,105777,Grigor Dimitrov,BUL,105430,Radu Albot,MDA,19,2260,93,772
Atp Cup,Hard,A,2020-01-06,106220,Dimitar Kuzmanov,BUL,126612,Alexander Cozbinov,MDA,295,166,761,24
Atp Cup,Hard,A,2020-01-06,106421,Daniil Medvedev,RUS,104926,Fabio Fognini,ITA,4,8470,17,2400
Atp Cup,Hard,A,2020-01-06,111575,Karen Khachanov,RUS,105882,Stefano Travaglia,ITA,20,2245,74,869
Atp Cup,Hard,A,2020-01-06,106421,Daniil Medvedev,RUS,104545,John Isner,USA,4,8470,25,1850
Atp Cup,Hard,A,2020-01-06,111575,Karen Khachanov,RUS,126203,Taylor Fritz,USA,20,2245,29,1670
Atp Cup,Hard,A,2020-01-06,106421,Daniil Medvedev,RUS,134770,Casper Ruud,NOR,4,8470,27,1739
Atp Cup,Hard,A,2020-01-06,111575,Karen Khachanov,RUS,126340,Viktor Durasovic,NOR,20,2245,340,127
Atp Cup,Hard,A,2020-01-06,104926,Fabio Fognini,ITA,104545,John Isner,USA,17,2400,25,1850
Atp Cup,Hard,A,2020-01-06,105882,Stefano Travaglia,ITA,126203,Taylor Fritz,USA,74,869,29,1670
Atp Cup,Hard,A,2020-01-06,134770,Casper Ruud,NOR,104926,Fabio Fognini,ITA,27,1739,17,2400
Atp Cup,Hard,A,2020-01-06,105882,Stefano Travaglia,ITA,126340,Viktor Durasovic,NOR,74,869,340,127
Atp Cup,Hard,A,2020-01-06,134770,Casper Ruud,NOR,104545,John Isner,USA,27,1739,25,1850
Atp Cup,Hard,A,2020-01-06,126203,Taylor Fritz,USA,126340,Viktor Durasovic,NOR,29,1670,340,127
Atp Cup,Hard,A,2020-01-06,106432,Borna Coric,CRO,106233,Dominic Thiem,AUT,24,1855,3,9125
Atp Cup,Hard,A,2020-01-06,105227,Marin Cilic,CRO,110602,Dennis Novak,AUT,42,1325,96,737
Atp Cup,Hard,A,2020-01-06,106233,Dominic Thiem,AUT,106043,Diego Schwartzman,ARG,3,9125,9,3455
Atp Cup,Hard,A,2020-01-06,110602,Dennis Novak,AUT,105550,Guido Pella,ARG,96,737,43,1310
Atp Cup,Hard,A,2020-01-06,128034,Hubert Hurkacz,POL,106233,Dominic Thiem,AUT,34,1518,3,9125
Atp Cup,Hard,A,2020-01-06,200390,Kacper Zuk,POL,110602,Dennis Novak,AUT,262,209,96,737
Atp Cup,Hard,A,2020-01-06,106043,Diego Schwartzman,ARG,106432,Borna Coric,CRO,9,3455,24,1855
Atp Cup,Hard,A,2020-01-06,105550,Guido Pella,ARG,105227,Marin Cilic,CRO,43,1310,42,1325
Atp Cup,Hard,A,2020-01-06,128034,Hubert Hurkacz,POL,106432,Borna Coric,CRO,34,1518,24,1855
Atp Cup,Hard,A,2020-01-06,105227,Marin Cilic,CRO,200390,Kacper Zuk,POL,42,1325,262,209
Atp Cup,Hard,A,2020-01-06,128034,Hubert Hurkacz,POL,106043,Diego Schwartzman,ARG,34,1518,9,3455
Atp Cup,Hard,A,2020-01-06,105550,Guido Pella,ARG,111794,Kamil Majchrzak,POL,43,1310,107,680
Atp Cup,Hard,A,2020-01-06,126774,Stefanos Tsitsipas,GRE,100644,Alexander Zverev,GER,6,5925,7,5525
Atp Cup,Hard,A,2020-01-06,105526,Jan Lennard Struff,GER,133018,Michail Pervolarakis,CYP,36,1450,456,80
Atp Cup,Hard,A,2020-01-06,133430,Denis Shapovalov,CAN,100644,Alexander Zverev,GER,12,2830,7,5525
Atp Cup,Hard,A,2020-01-06,105526,Jan Lennard Struff,GER,200000,Felix Auger Aliassime,CAN,36,1450,21,2216
Atp Cup,Hard,A,2020-01-06,200282,Alex De Minaur,AUS,100644,Alexander Zverev,GER,23,1860,7,5525
Atp Cup,Hard,A,2020-01-06,106401,Nick Kyrgios,AUS,105526,Jan Lennard Struff,GER,45,1170,36,1450
Atp Cup,Hard,A,2020-01-06,133430,Denis Shapovalov,CAN,126774,Stefanos Tsitsipas,GRE,12,2830,6,5925
Atp Cup,Hard,A,2020-01-06,200000,Felix Auger Aliassime,CAN,133018,Michail Pervolarakis,CYP,21,2216,456,80
Atp Cup,Hard,A,2020-01-06,106401,Nick Kyrgios,AUS,126774,Stefanos Tsitsipas,GRE,45,1170,6,5925
Atp Cup,Hard,A,2020-01-06,105357,John Millman,AUS,133018,Michail Pervolarakis,CYP,38,1421,456,80
Atp Cup,Hard,A,2020-01-06,200282,Alex De Minaur,AUS,133430,Denis Shapovalov,CAN,23,1860,12,2830
Atp Cup,Hard,A,2020-01-06,105357,John Millman,AUS,200000,Felix Auger Aliassime,CAN,38,1421,21,2216
Doha,Hard,A,2020-01-06,126094,Andrey Rublev,RUS,144895,Corentin Moutet,FRA,8,4119,77,838
Doha,Hard,A,2020-01-06,144895,Corentin Moutet,FRA,104527,Stan Wawrinka,SUI,77,838,18,2320
Doha,Hard,A,2020-01-06,126094,Andrey Rublev,RUS,200175,Miomir Kecmanovic,SRB,8,4119,44,1308
Doha,Hard,A,2020-01-06,104527,Stan Wawrinka,SUI,105379,Aljaz Bedene,SLO,18,2320,58,1045
Doha,Hard,A,2020-01-06,144895,Corentin Moutet,FRA,104269,Fernando Verdasco,ESP,77,838,65,975
Doha,Hard,A,2020-01-06,200175,Miomir Kecmanovic,SRB,105916,Marton Fucsovics,HUN,44,1308,55,1062
Doha,Hard,A,2020-01-06,126094,Andrey Rublev,RUS,105732,Pierre Hugues Herbert,FRA,8,4119,83,812
Doha,Hard,A,2020-01-06,104527,Stan Wawrinka,SUI,104871,Jeremy Chardy,FRA,18,2320,75,860
Doha,Hard,A,2020-01-06,105379,Aljaz Bedene,SLO,122330,Alexander Bublik,KAZ,58,1045,50,1070
Doha,Hard,A,2020-01-06,144895,Corentin Moutet,FRA,105683,Milos Raonic,CAN,77,838,14,2580
Doha,Hard,A,2020-01-06,104269,Fernando Verdasco,ESP,105936,Filip Krajinovic,SRB,65,975,31,1628
Doha,Hard,A,2020-01-06,105916,Marton Fucsovics,HUN,117356,Cem Ilkel,TUR,55,1062,219,260
Doha,Hard,A,2020-01-06,200175,Miomir Kecmanovic,SRB,104542,Jo-Wilfried Tsonga,FRA,44,1308,62,1005
Doha,Hard,A,2020-01-06,105732,Pierre Hugues Herbert,FRA,111513,Laslo Djere,SRB,83,812,57,1058
Doha,Hard,A,2020-01-06,126094,Andrey Rublev,RUS,105062,Mikhail Kukushkin,KAZ,8,4119,89,776
Doha,Hard,A,2020-01-06,104871,Jeremy Chardy,FRA,106296,Gregoire Barrere,FRA,75,860,109,647
Doha,Hard,A,2020-01-06,105379,Aljaz Bedene,SLO,144707,Mikael Ymer,SWE,58,1045,94,763
Doha,Hard,A,2020-01-06,122330,Alexander Bublik,KAZ,105173,Adrian Mannarino,FRA,50,1070,35,1516
Doha,Hard,A,2020-01-06,144895,Corentin Moutet,FRA,105815,Tennys Sandgren,USA,77,838,49,1081
Doha,Hard,A,2020-01-06,104269,Fernando Verdasco,ESP,104665,Pablo Andujar,ESP,65,975,60,1024
Doha,Hard,A,2020-01-06,105936,Filip Krajinovic,SRB,106378,Kyle Edmund,GBR,31,1628,48,1085
Doha,Hard,A,2020-01-06,105916,Marton Fucsovics,HUN,126207,Frances Tiafoe,USA,55,1062,59,1030
Doha,Hard,A,2020-01-06,117356,Cem Ilkel,TUR,105575,Ricardas Berankis,LTU,219,260,69,889
Doha,Hard,A,2020-01-06,200175,Miomir Kecmanovic,SRB,111442,Jordan Thompson,AUS,44,1308,51,1068
Doha,Hard,A,2020-01-06,111513,Laslo Djere,SRB,132283,Lorenzo Sonego,ITA,57,1058,33,1568
Doha,Hard,A,2020-01-06,105732,Pierre Hugues Herbert,FRA,106065,Marco Cecchinato,ITA,83,812,80,828
Doha,Hard,A,2020-01-06,105062,Mikhail Kukushkin,KAZ,104291,Malek Jaziri,TUN,89,776,249,219
Adelaide,Hard,A,2020-01-13,126094,Andrey Rublev,RUS,144750,Lloyd Harris,RSA,8,4119,87,793
Adelaide,Hard,A,2020-01-13,144750,Lloyd Harris,RSA,126205,Tommy Paul,USA,87,793,54,1065
Adelaide,Hard,A,2020-01-13,126094,Andrey Rublev,RUS,200000,Felix Auger Aliassime,CAN,8,4119,21,2216
Adelaide,Hard,A,2020-01-13,126205,Tommy Paul,USA,105077,Albert Ramos,ESP,54,1065,46,1165
Adelaide,Hard,A,2020-01-13,144750,Lloyd Harris,RSA,105807,Pablo Carreno Busta,ESP,87,793,16,2535
Adelaide,Hard,A,2020-01-13,126094,Andrey Rublev,RUS,105554,Daniel Evans,GBR,8,4119,32,1589
Adelaide,Hard,A,2020-01-13,200000,Felix Auger Aliassime,CAN,106109,Alex Bolt,AUS,21,2216,171,380
Adelaide,Hard,A,2020-01-13,105077,Albert Ramos,ESP,144719,Jaume Munar,ESP,46,1165,110,646
Adelaide,Hard,A,2020-01-13,126205,Tommy Paul,USA,104655,Pablo Cuevas,URU,54,1065,67,917
Adelaide,Hard,A,2020-01-13,105807,Pablo Carreno Busta,ESP,104871,Jeremy Chardy,FRA,16,2535,75,860
Adelaide,Hard,A,2020-01-13,144750,Lloyd Harris,RSA,111513,Laslo Djere,SRB,87,793,57,1058
Adelaide,Hard,A,2020-01-13,105554,Daniel Evans,GBR,122330,Alexander Bublik,KAZ,32,1589,50,1070
Adelaide,Hard,A,2020-01-13,126094,Andrey Rublev,RUS,105023,Sam Querrey,USA,8,4119,53,1065
Adelaide,Hard,A,2020-01-13,106109,Alex Bolt,AUS,105526,Jan Lennard Struff,GER,171,380,36,1450
Adelaide,Hard,A,2020-01-13,200000,Felix Auger Aliassime,CAN,105902,James Duckworth,AUS,21,2216,103,701
Adelaide,Hard,A,2020-01-13,105077,Albert Ramos,ESP,111442,Jordan Thompson,AUS,46,1165,51,1068
Adelaide,Hard,A,2020-01-13,126205,Tommy Paul,USA,105379,Aljaz Bedene,SLO,54,1065,58,1045
Adelaide,Hard,A,2020-01-13,104655,Pablo Cuevas,URU,124187,Reilly Opelka,USA,67,917,39,1402
Adelaide,Hard,A,2020-01-13,104871,Jeremy Chardy,FRA,104468,Gilles Simon,FRA,75,860,63,1005
Adelaide,Hard,A,2020-01-13,111513,Laslo Djere,SRB,200615,Alexei Popyrin,AUS,57,1058,113,623
Adelaide,Hard,A,2020-01-13,144750,Lloyd Harris,RSA,106426,Christian Garin,CHI,87,793,22,2170
Adelaide,Hard,A,2020-01-13,122330,Alexander Bublik,KAZ,126203,Taylor Fritz,USA,50,1070,29,1670
Adelaide,Hard,A,2020-01-13,105554,Daniel Evans,GBR,106228,Juan Ignacio Londero,ARG,32,1589,79,832
Adelaide,Hard,A,2020-01-13,105023,Sam Querrey,USA,106296,Gregoire Barrere,FRA,53,1065,109,647
Adelaide,Hard,A,2020-01-13,105526,Jan Lennard Struff,GER,106099,Salvatore Caruso,ITA,36,1450,76,843
Adelaide,Hard,A,2020-01-13,106109,Alex Bolt,AUS,103565,Stephane Robert,FRA,171,380,897,15
Adelaide,Hard,A,2020-01-13,105902,James Duckworth,AUS,105643,Federico Delbonis,ARG,103,701,82,825
Auckland,Hard,A,2020-01-13,200005,Ugo Humbert,FRA,105332,Benoit Paire,FRA,30,1646,28,1738
Auckland,Hard,A,2020-01-13,105332,Benoit Paire,FRA,128034,Hubert Hurkacz,POL,28,1738,34,1518
Auckland,Hard,A,2020-01-13,200005,Ugo Humbert,FRA,104545,John Isner,USA,30,1646,25,1850
Auckland,Hard,A,2020-01-13,128034,Hubert Hurkacz,POL,103852,Feliciano Lopez,ESP,34,1518,64,998
Auckland,Hard,A,2020-01-13,105332,Benoit Paire,FRA,105357,John Millman,AUS,28,1738,38,1421
Auckland,Hard,A,2020-01-13,104545,John Isner,USA,106378,Kyle Edmund,GBR,25,1850,48,1085
Auckland,Hard,A,2020-01-13,200005,Ugo Humbert,FRA,133430,Denis Shapovalov,CAN,30,1646,12,2830
Auckland,Hard,A,2020-01-13,103852,Feliciano Lopez,ESP,104926,Fabio Fognini,ITA,64,998,17,2400
Auckland,Hard,A,2020-01-13,128034,Hubert Hurkacz,POL,144707,Mikael Ymer,SWE,34,1518,94,763
Auckland,Hard,A,2020-01-13,105357,John Millman,AUS,111575,Karen Khachanov,RUS,38,1421,20,2245
Auckland,Hard,A,2020-01-13,105332,Benoit Paire,FRA,106329,Thiago Monteiro,BRA,28,1738,84,804
Auckland,Hard,A,2020-01-13,106378,Kyle Edmund,GBR,104312,Andreas Seppi,ITA,48,1085,106,689
Auckland,Hard,A,2020-01-13,104545,John Isner,USA,105815,Tennys Sandgren,USA,25,1850,49,1081
Auckland,Hard,A,2020-01-13,200005,Ugo Humbert,FRA,106065,Marco Cecchinato,ITA,30,1646,80,828
Auckland,Hard,A,2020-01-13,133430,Denis Shapovalov,CAN,105577,Vasek Pospisil,CAN,12,2830,61,1006
Auckland,Hard,A,2020-01-13,103852,Feliciano Lopez,ESP,104665,Pablo Andujar,ESP,64,998,60,1024
Auckland,Hard,A,2020-01-13,144707,Mikael Ymer,SWE,126207,Frances Tiafoe,USA,94,763,59,1030
Auckland,Hard,A,2020-01-13,128034,Hubert Hurkacz,POL,132283,Lorenzo Sonego,ITA,34,1518,33,1568
Auckland,Hard,A,2020-01-13,105357,John Millman,AUS,111581,Michael Mmoh,USA,38,1421,174,368
Auckland,Hard,A,2020-01-13,106329,Thiago Monteiro,BRA,111815,Cameron Norrie,GBR,84,804,71,877
Auckland,Hard,A,2020-01-13,105332,Benoit Paire,FRA,206173,Jannik Sinner,ITA,28,1738,37,1444
Auckland,Hard,A,2020-01-13,104312,Andreas Seppi,ITA,105173,Adrian Mannarino,FRA,106,689,35,1516
Auckland,Hard,A,2020-01-13,106378,Kyle Edmund,GBR,200221,Alejandro Davidovich Fokina,ESP,48,1085,52,1066
Auckland,Hard,A,2020-01-13,105815,Tennys Sandgren,USA,105030,Michael Venus,NZL,49,1081,0,0
Auckland,Hard,A,2020-01-13,106065,Marco Cecchinato,ITA,104919,Leonardo Mayer,ARG,80,828,135,482
Auckland,Hard,A,2020-01-13,200005,Ugo Humbert,FRA,134770,Casper Ruud,NOR,30,1646,27,1739
Auckland,Hard,A,2020-01-13,105577,Vasek Pospisil,CAN,105311,Joao Sousa,POR,61,1006,90,776
Australian Open,Hard,G,2020-01-20,104745,Rafael Nadal,ESP,106198,Hugo Dellien,BOL,2,9850,111,638
Australian Open,Hard,G,2020-01-20,105643,Federico Delbonis,ARG,105311,Joao Sousa,POR,82,825,90,776
Australian Open,Hard,G,2020-01-20,105376,Peter Gojowczyk,GER,111153,Christopher Eubanks,USA,145,454,235,247
Australian Open,Hard,G,2020-01-20,105807,Pablo Carreno Busta,ESP,106075,Jozef Kovalik,SVK,16,2535,131,498
Australian Open,Hard,G,2020-01-20,106401,Nick Kyrgios,AUS,132283,Lorenzo Sonego,ITA,45,1170,33,1568
Australian Open,Hard,G,2020-01-20,104468,Gilles Simon,FRA,104655,Pablo Cuevas,URU,63,1005,67,917
Australian Open,Hard,G,2020-01-20,144707,Mikael Ymer,SWE,106034,Yasutaka Uchiyama,JPN,94,763,104,696
Australian Open,Hard,G,2020-01-20,111575,Karen Khachanov,RUS,106408,Mario Vilella Martinez,ESP,20,2245,191,339
Australian Open,Hard,G,2020-01-20,104792,Gael Monfils,FRA,104229,Yen Hsun Lu,TPE,11,2860,1007,10
Australian Open,Hard,G,2020-01-20,103333,Ivo Karlovic,CRO,105577,Vasek Pospisil,CAN,147,444,61,1006
Australian Open,Hard,G,2020-01-20,105379,Aljaz Bedene,SLO,105902,James Duckworth,AUS,58,1045,103,701
Australian Open,Hard,G,2020-01-20,105208,Ernests Gulbis,LAT,200000,Felix Auger Aliassime,CAN,181,351,21,2216
Australian Open,Hard,G,2020-01-20,126203,Taylor Fritz,USA,134868,Tallon Griekspoor,NED,29,1670,153,423
Australian Open,Hard,G,2020-01-20,104731,Kevin Anderson,RSA,125802,Ilya Ivashka,BLR,81,825,108,674
Australian Open,Hard,G,2020-01-20,106109,Alex Bolt,AUS,105077,Albert Ramos,ESP,171,380,46,1165
Australian Open,Hard,G,2020-01-20,106233,Dominic Thiem,AUT,105173,Adrian Mannarino,FRA,3,9125,35,1516
Australian Open,Hard,G,2020-01-20,106421,Daniil Medvedev,RUS,126207,Frances Tiafoe,USA,4,8470,59,1030
Australian Open,Hard,G,2020-01-20,124079,Pedro Martinez,ESP,136440,Dominik Koepfer,GER,85,800,66,921
Australian Open,Hard,G,2020-01-20,144719,Jaume Munar,ESP,200384,Hugo Gaston,FRA,110,646,162,390
Australian Open,Hard,G,2020-01-20,200615,Alexei Popyrin,AUS,104542,Jo-Wilfried Tsonga,FRA,113,623,62,1005
Australian Open,Hard,G,2020-01-20,104545,John Isner,USA,106329,Thiago Monteiro,BRA,25,1850,84,804
Australian Open,Hard,G,2020-01-20,126214,Alejandro Tabilo,CHI,123755,Daniel Elahi Galan,COL,169,382,115,599
Australian Open,Hard,G,2020-01-20,104312,Andreas Seppi,ITA,200175,Miomir Kecmanovic,SRB,106,689,44,1308
Australian Open,Hard,G,2020-01-20,104527,Stan Wawrinka,SUI,106000,Damir Dzumhur,BIH,18,2320,119,562
Australian Open,Hard,G,2020-01-20,105676,David Goffin,BEL,104871,Jeremy Chardy,FRA,15,2555,75,860
Australian Open,Hard,G,2020-01-20,105732,Pierre Hugues Herbert,FRA,111815,Cameron Norrie,GBR,83,812,71,877
Australian Open,Hard,G,2020-01-20,105216,Yuichi Sugita,JPN,200611,Elliot Benchetrit,FRA,102,713,223,255
Australian Open,Hard,G,2020-01-20,126094,Andrey Rublev,RUS,106331,Christopher O'Connell,AUS,8,4119,120,558
Australian Open,Hard,G,2020-01-20,105932,Nikoloz Basilashvili,GEO,126952,Soon Woo Kwon,KOR,40,1395,95,752
Australian Open,Hard,G,2020-01-20,104269,Fernando Verdasco,ESP,105539,Evgeny Donskoy,RUS,65,975,123,540
Australian Open,Hard,G,2020-01-20,106078,Egor Gerasimov,BLR,134770,Casper Ruud,NOR,78,834,27,1739
Australian Open,Hard,G,2020-01-20,100644,Alexander Zverev,GER,106065,Marco Cecchinato,ITA,7,5525,80,828
Australian Open,Hard,G,2020-01-20,126610,Matteo Berrettini,ITA,106302,Andrew Harris,AUS,10,3075,229,251
Australian Open,Hard,G,2020-01-20,105815,Tennys Sandgren,USA,105477,Marco Trungelliti,ARG,49,1081,241,226
Australian Open,Hard,G,2020-01-20,105575,Ricardas Berankis,LTU,106148,Roberto Carballes Baena,ESP,69,889,97,731
Australian Open,Hard,G,2020-01-20,105023,Sam Querrey,USA,106432,Borna Coric,CRO,53,1065,24,1855
Australian Open,Hard,G,2020-01-20,105550,Guido Pella,ARG,105441,John Patrick Smith,AUS,43,1310,313,143
Australian Open,Hard,G,2020-01-20,106296,Gregoire Barrere,FRA,105633,Mohamed Safwat,EGY,109,647,154,418
Australian Open,Hard,G,2020-01-20,111442,Jordan Thompson,AUS,122330,Alexander Bublik,KAZ,51,1068,50,1070
Australian Open,Hard,G,2020-01-20,104926,Fabio Fognini,ITA,124187,Reilly Opelka,USA,17,2400,39,1402
Australian Open,Hard,G,2020-01-20,105916,Marton Fucsovics,HUN,133430,Denis Shapovalov,CAN,55,1062,12,2830
Australian Open,Hard,G,2020-01-20,206173,Jannik Sinner,ITA,126845,Max Purcell,AUS,37,1444,239,238
Australian Open,Hard,G,2020-01-20,126205,Tommy Paul,USA,104919,Leonardo Mayer,ARG,54,1065,135,482
Australian Open,Hard,G,2020-01-20,105777,Grigor Dimitrov,BUL,106228,Juan Ignacio Londero,ARG,19,2260,79,832
Australian Open,Hard,G,2020-01-20,128034,Hubert Hurkacz,POL,110602,Dennis Novak,AUT,34,1518,96,737
Australian Open,Hard,G,2020-01-20,105357,John Millman,AUS,200005,Ugo Humbert,FRA,38,1421,30,1646
Australian Open,Hard,G,2020-01-20,105936,Filip Krajinovic,SRB,111460,Quentin Halys,FRA,31,1628,203,310
Australian Open,Hard,G,2020-01-20,103819,Roger Federer,SUI,105449,Steve Johnson,USA,5,6630,72,870
Australian Open,Hard,G,2020-01-20,126774,Stefanos Tsitsipas,GRE,106099,Salvatore Caruso,ITA,6,5925,76,843
Australian Open,Hard,G,2020-01-20,104259,Philipp Kohlschreiber,GER,106218,Marcos Giron,USA,98,729,73,869
Australian Open,Hard,G,2020-01-20,106426,Christian Garin,CHI,105882,Stefano Travaglia,ITA,22,2170,74,869
Australian Open,Hard,G,2020-01-20,105683,Milos Raonic,CAN,105841,Lorenzo Giustino,ITA,14,2580,152,426
Australian Open,Hard,G,2020-01-20,105332,Benoit Paire,FRA,105649,Cedrik Marcel Stebe,GER,28,1738,126,529
Australian Open,Hard,G,2020-01-20,105227,Marin Cilic,CRO,144895,Corentin Moutet,FRA,42,1325,77,838
Australian Open,Hard,G,2020-01-20,111581,Michael Mmoh,USA,104665,Pablo Andujar,ESP,174,368,60,1024
Australian Open,Hard,G,2020-01-20,105138,Roberto Bautista Agut,ESP,103852,Feliciano Lopez,ESP,13,2710,64,998
Australian Open,Hard,G,2020-01-20,106043,Diego Schwartzman,ARG,144750,Lloyd Harris,RSA,9,3455,87,793
Australian Open,Hard,G,2020-01-20,200221,Alejandro Davidovich Fokina,ESP,105613,Norbert Gombos,SVK,52,1066,88,789
Australian Open,Hard,G,2020-01-20,117360,Marc Polmans,AUS,105062,Mikhail Kukushkin,KAZ,124,539,89,776
Australian Open,Hard,G,2020-01-20,105583,Dusan Lajovic,SRB,106378,Kyle Edmund,GBR,26,1785,48,1085
