tourney_name,surface,tourney_level,date,winner_id,winner_name,winner_state,loser_id,loser_name,loser_state
Doha,Hard,A,2018-12-31,126094,Andrey Rublev,RUS,104312,Andreas Seppi,ITA
Doha,Hard,A,2018-12-31,105932,Nikoloz Basilashvili,GEO,105077,Albert Ramos,ESP
Doha,Hard,A,2018-12-31,104527,Stan Wawrinka,SUI,111575,Karen Khachanov,RUS
Doha,Hard,A,2018-12-31,111797,Nicolas Jarry,CHI,104898,Robin Haase,NED
Doha,Hard,A,2018-12-31,104198,Guillermo Garcia Lopez,ESP,122570,Mubarak Shannan Zayid,QAT
Doha,Hard,A,2018-12-31,105138,Roberto Bautista Agut,ESP,126610,Matteo Berrettini,ITA
Doha,Hard,A,2018-12-31,105575,Ricardas Berankis,LTU,105676,David Goffin,BEL
Doha,Hard,A,2018-12-31,105583,Dusan Lajovic,SRB,105173,Adrian Mannarino,FRA
Doha,Hard,A,2018-12-31,105550,Guido Pella,ARG,117356,Cem Ilkel,TUR
Doha,Hard,A,2018-12-31,106065,Marco Cecchinato,ITA,104660,Sergiy Stakhovsky,UKR
Doha,Hard,A,2018-12-31,104269,Fernando Verdasco,ESP,103893,Paolo Lorenzi,ITA
Doha,Hard,A,2018-12-31,104607,Tomas Berdych,CZE,104259,Philipp Kohlschreiber,GER
Doha,Hard,A,2018-12-31,109739,Maximilian Marterer,GER,105376,Peter Gojowczyk,GER
Doha,Hard,A,2018-12-31,105732,Pierre Hugues Herbert,FRA,106233,Dominic Thiem,AUT
Pune,Hard,A,2018-12-31,104731,Kevin Anderson,RSA,103333,Ivo Karlovic,CRO
Pune,Hard,A,2018-12-31,104731,Kevin Anderson,RSA,104468,Gilles Simon,FRA
Pune,Hard,A,2018-12-31,103333,Ivo Karlovic,CRO,104327,Steve Darcis,BEL
Pune,Hard,A,2018-12-31,104731,Kevin Anderson,RSA,144719,Jaume Munar,ESP
Pune,Hard,A,2018-12-31,104468,Gilles Simon,FRA,105332,Benoit Paire,FRA
Pune,Hard,A,2018-12-31,104327,Steve Darcis,BEL,104291,Malek Jaziri,TUN
Pune,Hard,A,2018-12-31,103333,Ivo Karlovic,CRO,105208,Ernests Gulbis,LAT
Pune,Hard,A,2018-12-31,104731,Kevin Anderson,RSA,111513,Laslo Djere,SRB
Pune,Hard,A,2018-12-31,144719,Jaume Munar,ESP,104620,Simone Bolelli,ITA
Pune,Hard,A,2018-12-31,104468,Gilles Simon,FRA,125802,Ilya Ivashka,BLR
Pune,Hard,A,2018-12-31,105332,Benoit Paire,FRA,106210,Jiri Vesely,CZE
Pune,Hard,A,2018-12-31,104327,Steve Darcis,BEL,111581,Michael Mmoh,USA
Pune,Hard,A,2018-12-31,104291,Malek Jaziri,TUN,106368,Ramkumar Ramanathan,IND
Pune,Hard,A,2018-12-31,103333,Ivo Karlovic,CRO,105539,Evgeny Donskoy,RUS
Pune,Hard,A,2018-12-31,105208,Ernests Gulbis,LAT,111202,Hyeon Chung,KOR
Pune,Hard,A,2018-12-31,111513,Laslo Djere,SRB,111459,Arjun Kadhe,IND
Pune,Hard,A,2018-12-31,104620,Simone Bolelli,ITA,104797,Denis Istomin,UZB
Pune,Hard,A,2018-12-31,144719,Jaume Munar,ESP,105430,Radu Albot,MDA
Pune,Hard,A,2018-12-31,125802,Ilya Ivashka,BLR,128034,Hubert Hurkacz,POL
Pune,Hard,A,2018-12-31,106210,Jiri Vesely,CZE,126156,Antoine Hoang,FRA
Pune,Hard,A,2018-12-31,105332,Benoit Paire,FRA,106329,Thiago Monteiro,BRA
Pune,Hard,A,2018-12-31,104327,Steve Darcis,BEL,106148,Roberto Carballes Baena,ESP
Pune,Hard,A,2018-12-31,111581,Michael Mmoh,USA,105432,Prajnesh Gunneswaran,IND
Pune,Hard,A,2018-12-31,106368,Ramkumar Ramanathan,IND,104719,Marcel Granollers,ESP
Pune,Hard,A,2018-12-31,105539,Evgeny Donskoy,RUS,104665,Pablo Andujar,ESP
Pune,Hard,A,2018-12-31,103333,Ivo Karlovic,CRO,200000,Felix Auger Aliassime,CAN
Pune,Hard,A,2018-12-31,105208,Ernests Gulbis,LAT,105155,Pedro Sousa,POR
Auckland,Hard,A,2019-01-07,105815,Tennys Sandgren,USA,111815,Cameron Norrie,GBR
Auckland,Hard,A,2019-01-07,111815,Cameron Norrie,GBR,105526,Jan Lennard Struff,GER
Auckland,Hard,A,2019-01-07,105815,Tennys Sandgren,USA,104259,Philipp Kohlschreiber,GER
Auckland,Hard,A,2019-01-07,111815,Cameron Norrie,GBR,126203,Taylor Fritz,USA
Auckland,Hard,A,2019-01-07,105526,Jan Lennard Struff,GER,105807,Pablo Carreno Busta,ESP
Auckland,Hard,A,2019-01-07,105815,Tennys Sandgren,USA,104919,Leonardo Mayer,ARG
Auckland,Hard,A,2019-01-07,104259,Philipp Kohlschreiber,GER,104926,Fabio Fognini,ITA
Auckland,Hard,A,2019-01-07,126203,Taylor Fritz,USA,104545,John Isner,USA
Auckland,Hard,A,2019-01-07,111815,Cameron Norrie,GBR,105311,Joao Sousa,POR
Auckland,Hard,A,2019-01-07,105807,Pablo Carreno Busta,ESP,103970,David Ferrer,ESP
Auckland,Hard,A,2019-01-07,105526,Jan Lennard Struff,GER,104907,Jose Rubin Statham,NZL
Auckland,Hard,A,2019-01-07,104919,Leonardo Mayer,ARG,126610,Matteo Berrettini,ITA
Auckland,Hard,A,2019-01-07,105815,Tennys Sandgren,USA,106065,Marco Cecchinato,ITA
Auckland,Hard,A,2019-01-07,104259,Philipp Kohlschreiber,GER,200005,Ugo Humbert,FRA
Auckland,Hard,A,2019-01-07,104926,Fabio Fognini,ITA,105376,Peter Gojowczyk,GER
Auckland,Hard,A,2019-01-07,126203,Taylor Fritz,USA,105657,Marius Copil,ROU
Auckland,Hard,A,2019-01-07,111815,Cameron Norrie,GBR,105332,Benoit Paire,FRA
Auckland,Hard,A,2019-01-07,105311,Joao Sousa,POR,133430,Denis Shapovalov,CAN
Auckland,Hard,A,2019-01-07,103970,David Ferrer,ESP,104898,Robin Haase,NED
Auckland,Hard,A,2019-01-07,105526,Jan Lennard Struff,GER,111513,Laslo Djere,SRB
Auckland,Hard,A,2019-01-07,104907,Jose Rubin Statham,NZL,111202,Hyeon Chung,KOR
Auckland,Hard,A,2019-01-07,104919,Leonardo Mayer,ARG,105449,Steve Johnson,USA
Auckland,Hard,A,2019-01-07,126610,Matteo Berrettini,ITA,111456,Mackenzie McDonald,USA
Auckland,Hard,A,2019-01-07,105815,Tennys Sandgren,USA,109739,Maximilian Marterer,GER
Auckland,Hard,A,2019-01-07,200005,Ugo Humbert,FRA,104655,Pablo Cuevas,URU
Auckland,Hard,A,2019-01-07,104259,Philipp Kohlschreiber,GER,105614,Bradley Klahn,USA
Auckland,Hard,A,2019-01-07,105376,Peter Gojowczyk,GER,105550,Guido Pella,ARG
Sydney,Hard,A,2019-01-07,200282,Alex De Minaur,AUS,104312,Andreas Seppi,ITA
Sydney,Hard,A,2019-01-07,104312,Andreas Seppi,ITA,106043,Diego Schwartzman,ARG
Sydney,Hard,A,2019-01-07,200282,Alex De Minaur,AUS,104468,Gilles Simon,FRA
Sydney,Hard,A,2019-01-07,104312,Andreas Seppi,ITA,126774,Stefanos Tsitsipas,GRE
Sydney,Hard,A,2019-01-07,106043,Diego Schwartzman,ARG,106415,Yoshihito Nishioka,JPN
Sydney,Hard,A,2019-01-07,104468,Gilles Simon,FRA,105357,John Millman,AUS
Sydney,Hard,A,2019-01-07,200282,Alex De Minaur,AUS,111442,Jordan Thompson,AUS
Sydney,Hard,A,2019-01-07,126774,Stefanos Tsitsipas,GRE,105819,Guido Andreozzi,ARG
Sydney,Hard,A,2019-01-07,104312,Andreas Seppi,ITA,105373,Martin Klizan,SVK
Sydney,Hard,A,2019-01-07,106043,Diego Schwartzman,ARG,104198,Guillermo Garcia Lopez,ESP
Sydney,Hard,A,2019-01-07,106415,Yoshihito Nishioka,JPN,126094,Andrey Rublev,RUS
Sydney,Hard,A,2019-01-07,105357,John Millman,AUS,105916,Marton Fucsovics,HUN
Sydney,Hard,A,2019-01-07,104468,Gilles Simon,FRA,105023,Sam Querrey,USA
Sydney,Hard,A,2019-01-07,200282,Alex De Minaur,AUS,124187,Reilly Opelka,USA
Sydney,Hard,A,2019-01-07,111442,Jordan Thompson,AUS,106121,Taro Daniel,JPN
Sydney,Hard,A,2019-01-07,105819,Guido Andreozzi,ARG,105051,Matthew Ebden,AUS
Sydney,Hard,A,2019-01-07,105373,Martin Klizan,SVK,200615,Alexei Popyrin,AUS
Sydney,Hard,A,2019-01-07,104312,Andreas Seppi,ITA,104871,Jeremy Chardy,FRA
Sydney,Hard,A,2019-01-07,104198,Guillermo Garcia Lopez,ESP,106045,Denis Kudla,USA
Sydney,Hard,A,2019-01-07,106415,Yoshihito Nishioka,JPN,105992,Ryan Harrison,USA
Sydney,Hard,A,2019-01-07,126094,Andrey Rublev,RUS,106298,Lucas Pouille,FRA
Sydney,Hard,A,2019-01-07,105916,Marton Fucsovics,HUN,105902,James Duckworth,AUS
Sydney,Hard,A,2019-01-07,105357,John Millman,AUS,126207,Frances Tiafoe,USA
Sydney,Hard,A,2019-01-07,105023,Sam Querrey,USA,104291,Malek Jaziri,TUN
Sydney,Hard,A,2019-01-07,200282,Alex De Minaur,AUS,105583,Dusan Lajovic,SRB
Sydney,Hard,A,2019-01-07,124187,Reilly Opelka,USA,105077,Albert Ramos,ESP
Sydney,Hard,A,2019-01-07,111442,Jordan Thompson,AUS,105173,Adrian Mannarino,FRA
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,104745,Rafael Nadal,ESP
Australian Open,Hard,G,2019-01-14,126774,Stefanos Tsitsipas,GRE,103819,Roger Federer,SUI
Australian Open,Hard,G,2019-01-14,105683,Milos Raonic,CAN,100644,Alexander Zverev,GER
Australian Open,Hard,G,2019-01-14,126207,Frances Tiafoe,USA,104731,Kevin Anderson,RSA
Australian Open,Hard,G,2019-01-14,105138,Roberto Bautista Agut,ESP,105227,Marin Cilic,CRO
Australian Open,Hard,G,2019-01-14,200615,Alexei Popyrin,AUS,106233,Dominic Thiem,AUT
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,105453,Kei Nishikori,JPN
Australian Open,Hard,G,2019-01-14,124187,Reilly Opelka,USA,104545,John Isner,USA
Australian Open,Hard,G,2019-01-14,105138,Roberto Bautista Agut,ESP,111575,Karen Khachanov,RUS
Australian Open,Hard,G,2019-01-14,106298,Lucas Pouille,FRA,106432,Borna Coric,CRO
Australian Open,Hard,G,2019-01-14,105807,Pablo Carreno Busta,ESP,104926,Fabio Fognini,ITA
Australian Open,Hard,G,2019-01-14,104607,Tomas Berdych,CZE,106378,Kyle Edmund,GBR
Australian Open,Hard,G,2019-01-14,104745,Rafael Nadal,ESP,126774,Stefanos Tsitsipas,GRE
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,106421,Daniil Medvedev,RUS
Australian Open,Hard,G,2019-01-14,106298,Lucas Pouille,FRA,105683,Milos Raonic,CAN
Australian Open,Hard,G,2019-01-14,105936,Filip Krajinovic,SRB,106065,Marco Cecchinato,ITA
Australian Open,Hard,G,2019-01-14,104607,Tomas Berdych,CZE,106043,Diego Schwartzman,ARG
Australian Open,Hard,G,2019-01-14,126774,Stefanos Tsitsipas,GRE,105932,Nikoloz Basilashvili,GEO
Australian Open,Hard,G,2019-01-14,126207,Frances Tiafoe,USA,105777,Grigor Dimitrov,BUL
Australian Open,Hard,G,2019-01-14,106421,Daniil Medvedev,RUS,105676,David Goffin,BEL
Australian Open,Hard,G,2019-01-14,126774,Stefanos Tsitsipas,GRE,105138,Roberto Bautista Agut,ESP
Australian Open,Hard,G,2019-01-14,105453,Kei Nishikori,JPN,105807,Pablo Carreno Busta,ESP
Australian Open,Hard,G,2019-01-14,105732,Pierre Hugues Herbert,FRA,111202,Hyeon Chung,KOR
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,133430,Denis Shapovalov,CAN
Australian Open,Hard,G,2019-01-14,105227,Marin Cilic,CRO,104269,Fernando Verdasco,ESP
Australian Open,Hard,G,2019-01-14,104745,Rafael Nadal,ESP,200282,Alex De Minaur,AUS
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,106298,Lucas Pouille,FRA
Australian Open,Hard,G,2019-01-14,106109,Alex Bolt,AUS,104468,Gilles Simon,FRA
Australian Open,Hard,G,2019-01-14,126203,Taylor Fritz,USA,104792,Gael Monfils,FRA
Australian Open,Hard,G,2019-01-14,104312,Andreas Seppi,ITA,105449,Steve Johnson,USA
Australian Open,Hard,G,2019-01-14,105311,Joao Sousa,POR,104259,Philipp Kohlschreiber,GER
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,106283,Mitchell Krueger,USA
Australian Open,Hard,G,2019-01-14,103819,Roger Federer,SUI,105554,Daniel Evans,GBR
Australian Open,Hard,G,2019-01-14,105453,Kei Nishikori,JPN,111794,Kamil Majchrzak,POL
Australian Open,Hard,G,2019-01-14,126774,Stefanos Tsitsipas,GRE,104678,Viktor Troicki,SRB
Australian Open,Hard,G,2019-01-14,106421,Daniil Medvedev,RUS,144750,Lloyd Harris,RSA
Australian Open,Hard,G,2019-01-14,106043,Diego Schwartzman,ARG,200484,Rudolf Molleker,GER
Australian Open,Hard,G,2019-01-14,105932,Nikoloz Basilashvili,GEO,111153,Christopher Eubanks,USA
Australian Open,Hard,G,2019-01-14,105932,Nikoloz Basilashvili,GEO,105882,Stefano Travaglia,ITA
Australian Open,Hard,G,2019-01-14,105807,Pablo Carreno Busta,ESP,104563,Luca Vanni,ITA
Australian Open,Hard,G,2019-01-14,104269,Fernando Verdasco,ESP,200175,Miomir Kecmanovic,SRB
Australian Open,Hard,G,2019-01-14,200282,Alex De Minaur,AUS,105967,Henri Laaksonen,SUI
Australian Open,Hard,G,2019-01-14,104468,Gilles Simon,FRA,106216,Bjorn Fratangelo,USA
Australian Open,Hard,G,2019-01-14,105554,Daniel Evans,GBR,105147,Tatsuma Ito,JPN
Australian Open,Hard,G,2019-01-14,106121,Taro Daniel,JPN,106423,Thanasi Kokkinakis,AUS
Australian Open,Hard,G,2019-01-14,109739,Maximilian Marterer,GER,105163,Gleb Sakharov,FRA
Australian Open,Hard,G,2019-01-14,126207,Frances Tiafoe,USA,105432,Prajnesh Gunneswaran,IND
Australian Open,Hard,G,2019-01-14,104925,Novak Djokovic,SRB,104542,Jo-Wilfried Tsonga,FRA
Australian Open,Hard,G,2019-01-14,104745,Rafael Nadal,ESP,105902,James Duckworth,AUS
Australian Open,Hard,G,2019-01-14,100644,Alexander Zverev,GER,106109,Alex Bolt,AUS
Australian Open,Hard,G,2019-01-14,106298,Lucas Pouille,FRA,200615,Alexei Popyrin,AUS
Australian Open,Hard,G,2019-01-14,104259,Philipp Kohlschreiber,GER,104810,Zhe Li,CHN
Australian Open,Hard,G,2019-01-14,106109,Alex Bolt,AUS,106058,Jack Sock,USA
Australian Open,Hard,G,2019-01-14,105341,Thomas Fabbiano,ITA,106186,Jason Kubler,AUS
Australian Open,Hard,G,2019-01-14,106045,Denis Kudla,USA,117360,Marc Polmans,AUS
Australian Open,Hard,G,2019-01-14,104745,Rafael Nadal,ESP,105051,Matthew Ebden,AUS
Australian Open,Hard,G,2019-01-14,104745,Rafael Nadal,ESP,104607,Tomas Berdych,CZE
Australian Open,Hard,G,2019-01-14,104745,Rafael Nadal,ESP,126207,Frances Tiafoe,USA
Australian Open,Hard,G,2019-01-14,103819,Roger Federer,SUI,104797,Denis Istomin,UZB
Australian Open,Hard,G,2019-01-14,103819,Roger Federer,SUI,126203,Taylor Fritz,USA
Australian Open,Hard,G,2019-01-14,100644,Alexander Zverev,GER,105379,Aljaz Bedene,SLO
Australian Open,Hard,G,2019-01-14,100644,Alexander Zverev,GER,104871,Jeremy Chardy,FRA
Australian Open,Hard,G,2019-01-14,104731,Kevin Anderson,RSA,105173,Adrian Mannarino,FRA
Australian Open,Hard,G,2019-01-14,105227,Marin Cilic,CRO,106071,Bernard Tomic,AUS
Australian Open,Hard,G,2019-01-14,105227,Marin Cilic,CRO,111456,Mackenzie McDonald,USA
Australian Open,Hard,G,2019-01-14,106233,Dominic Thiem,AUT,105332,Benoit Paire,FRA
Australian Open,Hard,G,2019-01-14,105453,Kei Nishikori,JPN,103333,Ivo Karlovic,CRO
Australian Open,Hard,G,2019-01-14,105453,Kei Nishikori,JPN,105311,Joao Sousa,POR
Australian Open,Hard,G,2019-01-14,111575,Karen Khachanov,RUS,105376,Peter Gojowczyk,GER
Australian Open,Hard,G,2019-01-14,111575,Karen Khachanov,RUS,106415,Yoshihito Nishioka,JPN
Australian Open,Hard,G,2019-01-14,106432,Borna Coric,CRO,104327,Steve Darcis,BEL
Australian Open,Hard,G,2019-01-14,106432,Borna Coric,CRO,105916,Marton Fucsovics,HUN
Australian Open,Hard,G,2019-01-14,106432,Borna Coric,CRO,105936,Filip Krajinovic,SRB
Australian Open,Hard,G,2019-01-14,104926,Fabio Fognini,ITA,144719,Jaume Munar,ESP
Australian Open,Hard,G,2019-01-14,104926,Fabio Fognini,ITA,104919,Leonardo Mayer,ARG
Australian Open,Hard,G,2019-01-14,126774,Stefanos Tsitsipas,GRE,126610,Matteo Berrettini,ITA
Australian Open,Hard,G,2019-01-14,106421,Daniil Medvedev,RUS,105992,Ryan Harrison,USA
Australian Open,Hard,G,2019-01-14,105683,Milos Raonic,CAN,106401,Nick Kyrgios,AUS
Australian Open,Hard,G,2019-01-14,105683,Milos Raonic,CAN,104527,Stan Wawrinka,SUI
Australian Open,Hard,G,2019-01-14,105683,Milos Raonic,CAN,105732,Pierre Hugues Herbert,FRA
Australian Open,Hard,G,2019-01-14,106043,Diego Schwartzman,ARG,106045,Denis Kudla,USA
Australian Open,Hard,G,2019-01-14,105777,Grigor Dimitrov,BUL,104386,Janko Tipsarevic,SRB
Australian Open,Hard,G,2019-01-14,105777,Grigor Dimitrov,BUL,104655,Pablo Cuevas,URU
Australian Open,Hard,G,2019-01-14,105777,Grigor Dimitrov,BUL,105341,Thomas Fabbiano,ITA
Australian Open,Hard,G,2019-01-14,105676,David Goffin,BEL,106426,Christian Garin,CHI
Australian Open,Hard,G,2019-01-14,105676,David Goffin,BEL,105657,Marius Copil,ROU
Australian Open,Hard,G,2019-01-14,105138,Roberto Bautista Agut,ESP,104918,Andy Murray,GBR
Australian Open,Hard,G,2019-01-14,105138,Roberto Bautista Agut,ESP,105357,John Millman,AUS
Australian Open,Hard,G,2019-01-14,105807,Pablo Carreno Busta,ESP,125802,Ilya Ivashka,BLR
Australian Open,Hard,G,2019-01-14,111202,Hyeon Chung,KOR,105614,Bradley Klahn,USA
Australian Open,Hard,G,2019-01-14,133430,Denis Shapovalov,CAN,104665,Pablo Andujar,ESP
Australian Open,Hard,G,2019-01-14,133430,Denis Shapovalov,CAN,106121,Taro Daniel,JPN
Australian Open,Hard,G,2019-01-14,104269,Fernando Verdasco,ESP,105430,Radu Albot,MDA
Australian Open,Hard,G,2019-01-14,200282,Alex De Minaur,AUS,105155,Pedro Sousa,POR
Australian Open,Hard,G,2019-01-14,106298,Lucas Pouille,FRA,105062,Mikhail Kukushkin,KAZ
Australian Open,Hard,G,2019-01-14,106298,Lucas Pouille,FRA,109739,Maximilian Marterer,GER
Australian Open,Hard,G,2019-01-14,104792,Gael Monfils,FRA,106000,Damir Dzumhur,BIH
Australian Open,Hard,G,2019-01-14,104678,Viktor Troicki,SRB,106148,Roberto Carballes Baena,ESP
Australian Open,Hard,G,2019-01-14,105882,Stefano Travaglia,ITA,105819,Guido Andreozzi,ARG
Australian Open,Hard,G,2019-01-14,105967,Henri Laaksonen,SUI,105806,Mirza Basic,BIH
Australian Open,Hard,G,2019-01-14,104542,Jo-Wilfried Tsonga,FRA,105373,Martin Klizan,SVK
Australian Open,Hard,G,2019-01-14,200615,Alexei Popyrin,AUS,104999,Mischa Zverev,GER
Australian Open,Hard,G,2019-01-14,105657,Marius Copil,ROU,104719,Marcel Granollers,ESP
Australian Open,Hard,G,2019-01-14,105992,Ryan Harrison,USA,106210,Jiri Vesely,CZE
Australian Open,Hard,G,2019-01-14,104919,Leonardo Mayer,ARG,111797,Nicolas Jarry,CHI
Australian Open,Hard,G,2019-01-14,125802,Ilya Ivashka,BLR,104291,Malek Jaziri,TUN
Australian Open,Hard,G,2019-01-14,105311,Joao Sousa,POR,105550,Guido Pella,ARG
Australian Open,Hard,G,2019-01-14,103333,Ivo Karlovic,CRO,128034,Hubert Hurkacz,POL
Australian Open,Hard,G,2019-01-14,104871,Jeremy Chardy,FRA,200005,Ugo Humbert,FRA
Australian Open,Hard,G,2019-01-14,105732,Pierre Hugues Herbert,FRA,105023,Sam Querrey,USA
Australian Open,Hard,G,2019-01-14,104527,Stan Wawrinka,SUI,105208,Ernests Gulbis,LAT
Australian Open,Hard,G,2019-01-14,105916,Marton Fucsovics,HUN,105077,Albert Ramos,ESP
Australian Open,Hard,G,2019-01-14,105539,Evgeny Donskoy,RUS,111513,Laslo Djere,SRB
Australian Open,Hard,G,2019-01-14,111456,Mackenzie McDonald,USA,126094,Andrey Rublev,RUS
Australian Open,Hard,G,2019-01-14,105430,Radu Albot,MDA,111581,Michael Mmoh,USA
Australian Open,Hard,G,2019-01-14,105357,John Millman,AUS,105643,Federico Delbonis,ARG
Australian Open,Hard,G,2019-01-14,106415,Yoshihito Nishioka,JPN,105815,Tennys Sandgren,USA
Australian Open,Hard,G,2019-01-14,126203,Taylor Fritz,USA,111815,Cameron Norrie,GBR
Australian Open,Hard,G,2019-01-14,111442,Jordan Thompson,AUS,103852,Feliciano Lopez,ESP
Australian Open,Hard,G,2019-01-14,104655,Pablo Cuevas,URU,105583,Dusan Lajovic,SRB
Australian Open,Hard,G,2019-01-14,104898,Robin Haase,NED,104198,Guillermo Garcia Lopez,ESP
Australian Open,Hard,G,2019-01-14,105051,Matthew Ebden,AUS,105526,Jan Lennard Struff,GER
Australian Open,Hard,G,2019-01-14,105936,Filip Krajinovic,SRB,105539,Evgeny Donskoy,RUS
Australian Open,Hard,G,2019-01-14,104312,Andreas Seppi,ITA,111442,Jordan Thompson,AUS
Australian Open,Hard,G,2019-01-14,105341,Thomas Fabbiano,ITA,124187,Reilly Opelka,USA
Australian Open,Hard,G,2019-01-14,104607,Tomas Berdych,CZE,104898,Robin Haase,NED
Australian Open,Hard,G,2019-01-14,126207,Frances Tiafoe,USA,104312,Andreas Seppi,ITA
Cordoba,Clay,A,2019-02-04,106228,Juan Ignacio Londero,ARG,105550,Guido Pella,ARG
Cordoba,Clay,A,2019-02-04,105550,Guido Pella,ARG,104655,Pablo Cuevas,URU
Cordoba,Clay,A,2019-02-04,106228,Juan Ignacio Londero,ARG,105643,Federico Delbonis,ARG
Cordoba,Clay,A,2019-02-04,104655,Pablo Cuevas,URU,105379,Aljaz Bedene,SLO
Cordoba,Clay,A,2019-02-04,105550,Guido Pella,ARG,106043,Diego Schwartzman,ARG
